ID_označavanja;STUPNJEVI_UGROZENOSTI_ID_stupnja;POPULACIJE_ID_populacije;datum
33258;14;23646;2019-09-23
33259;1;23647;2012-04-10
33260;4;23647;2011-06-26
33261;8;23648;2018-06-18
33262;3;23648;2015-11-05
33263;13;23649;2023-10-22
33264;9;23650;2023-09-29
33265;6;23651;2020-04-08
33266;12;23652;2019-03-13
33267;13;23653;2016-11-18
33268;12;23653;2022-05-17
33269;6;23653;2013-05-16
33270;3;23654;2023-08-03
33271;3;23654;2010-05-31
33272;2;23654;2019-12-22
33273;5;23655;2021-01-09
33274;11;23656;2021-04-22
33275;9;23656;2010-03-13
33276;14;23657;2015-07-19
33277;14;23657;2019-06-20
33278;2;23657;2022-11-04
33279;13;23658;2014-10-01
33280;3;23659;2018-07-24
33281;13;23660;2012-12-04
33282;14;23661;2015-03-10
33283;12;23662;2014-03-03
33284;8;23663;2021-09-25
33285;10;23663;2010-05-02
33286;11;23664;2013-11-01
33287;12;23664;2014-05-22
33288;5;23665;2014-05-22
33289;4;23666;2021-10-26
33290;13;23667;2021-04-12
33291;7;23668;2013-01-02
33292;13;23669;2019-08-03
33293;5;23670;2014-04-04
33294;6;23671;2017-05-21
33295;2;23671;2015-12-28
33296;2;23672;2017-02-21
33297;1;23672;2013-02-12
33298;4;23673;2020-09-01
33299;9;23674;2010-03-10
33300;9;23675;2022-09-18
33301;14;23675;2013-04-17
33302;10;23675;2010-02-18
33303;13;23676;2021-01-04
33304;14;23677;2014-02-04
33305;11;23678;2023-04-02
33306;3;23678;2016-05-01
33307;6;23679;2014-02-24
33308;5;23679;2014-08-08
33309;8;23679;2023-10-26
33310;1;23680;2010-01-23
33311;7;23681;2017-01-26
33312;6;23682;2013-09-19
33313;8;23682;2023-08-30
33314;8;23682;2012-04-18
33315;12;23683;2021-05-11
33316;13;23684;2021-08-20
33317;13;23685;2020-09-29
33318;14;23685;2018-06-28
33319;3;23686;2019-10-10
33320;5;23686;2021-08-21
33321;1;23686;2010-01-21
33322;4;23687;2020-12-15
33323;12;23688;2016-12-06
33324;9;23688;2012-05-20
33325;6;23688;2018-10-12
33326;7;23689;2021-06-28
33327;10;23689;2018-03-12
33328;1;23690;2011-09-13
33329;12;23691;2013-08-29
33330;10;23691;2019-11-26
33331;2;23692;2023-02-06
33332;6;23693;2021-07-24
33333;3;23694;2019-01-01
33334;1;23694;2022-02-26
33335;12;23695;2019-04-05
33336;3;23696;2016-07-06
33337;1;23697;2021-11-27
33338;4;23698;2019-07-13
33339;8;23699;2017-12-16
33340;8;23700;2012-03-05
33341;3;23700;2018-08-28
33342;12;23701;2021-01-04
33343;7;23702;2019-01-27
33344;1;23702;2013-04-06
33345;1;23703;2019-08-20
33346;7;23703;2023-11-29
33347;6;23704;2020-07-07
33348;13;23705;2011-02-16
33349;10;23706;2021-10-30
33350;7;23706;2016-06-16
33351;10;23707;2017-04-26
33352;3;23707;2014-02-07
33353;2;23708;2018-11-24
33354;12;23709;2020-03-05
33355;10;23710;2010-10-31
33356;7;23710;2010-06-26
33357;8;23710;2013-02-27
33358;7;23711;2018-01-05
33359;13;23712;2011-03-21
33360;5;23713;2013-07-04
33361;11;23714;2022-09-21
33362;2;23715;2010-10-14
33363;10;23716;2020-04-17
33364;7;23717;2022-12-27
33365;7;23717;2021-01-09
33366;3;23718;2013-03-02
33367;11;23719;2021-09-01
33368;6;23720;2012-09-02
33369;4;23721;2022-05-21
33370;6;23721;2015-05-02
33371;9;23722;2017-03-26
33372;2;23723;2022-05-05
33373;7;23724;2011-04-11
33374;5;23724;2019-10-17
33375;12;23725;2018-10-24
33376;4;23726;2015-03-17
33377;4;23727;2015-09-16
33378;8;23728;2010-09-27
33379;13;23729;2015-01-25
33380;5;23730;2015-01-25
33381;4;23731;2020-07-11
33382;8;23731;2015-03-05
33383;11;23732;2021-02-18
33384;2;23733;2018-08-11
33385;5;23734;2018-08-20
33386;12;23735;2012-03-04
33387;12;23735;2014-07-21
33388;12;23736;2013-06-25
33389;3;23737;2013-12-08
33390;2;23738;2016-10-29
33391;2;23739;2021-07-31
33392;8;23739;2018-03-12
33393;7;23739;2022-09-01
33394;7;23740;2018-05-19
33395;12;23741;2010-01-01
33396;11;23742;2011-03-04
33397;12;23742;2015-07-11
33398;7;23742;2022-11-29
33399;6;23743;2016-01-21
33400;11;23744;2023-04-25
33401;9;23745;2011-06-14
33402;13;23745;2019-12-04
33403;11;23746;2021-12-27
33404;8;23747;2014-06-24
33405;6;23747;2018-08-30
33406;7;23748;2013-01-03
33407;7;23749;2023-09-15
33408;2;23750;2010-02-23
33409;8;23751;2015-07-08
33410;4;23751;2020-09-01
33411;13;23751;2022-12-31
33412;13;23752;2017-08-10
33413;7;23753;2019-09-07
33414;8;23754;2012-01-27
33415;14;23754;2016-03-15
33416;11;23754;2011-05-23
33417;13;23755;2016-03-10
33418;5;23755;2011-02-03
33419;1;23756;2015-10-12
33420;4;23756;2010-04-07
33421;10;23756;2012-04-12
33422;12;23757;2019-11-13
33423;7;23758;2012-06-08
33424;6;23759;2012-01-27
33425;3;23760;2012-07-17
33426;8;23761;2011-08-23
33427;8;23762;2019-10-31
33428;6;23763;2014-03-26
33429;11;23763;2018-01-26
33430;2;23764;2019-12-27
33431;12;23765;2010-11-04
33432;2;23766;2023-12-31
33433;2;23767;2014-05-02
33434;10;23768;2016-03-13
33435;12;23769;2020-03-30
33436;13;23770;2019-05-10
33437;12;23770;2012-11-22
33438;11;23771;2014-02-12
33439;2;23772;2010-03-26
33440;8;23773;2016-11-14
33441;4;23774;2018-12-24
33442;6;23775;2013-09-05
33443;1;23775;2013-11-29
33444;9;23775;2012-06-28
33445;2;23776;2016-08-28
33446;9;23777;2019-05-18
33447;5;23777;2010-08-27
33448;14;23778;2020-09-01
33449;12;23779;2010-07-08
33450;12;23780;2015-04-23
33451;5;23780;2016-01-28
33452;4;23781;2017-03-19
33453;6;23782;2013-01-12
33454;5;23783;2012-06-12
33455;9;23784;2022-10-07
33456;14;23785;2016-04-02
33457;6;23785;2010-05-22
33458;6;23786;2017-11-29
33459;2;23786;2016-12-01
33460;11;23787;2016-11-14
33461;8;23788;2022-08-30
33462;8;23788;2019-06-11
33463;7;23788;2021-06-22
33464;14;23789;2010-04-07
33465;11;23789;2019-10-05
33466;10;23790;2016-09-06
33467;12;23790;2016-04-21
33468;4;23790;2021-11-24
33469;10;23791;2015-07-16
33470;12;23792;2017-11-02
33471;13;23792;2014-04-30
33472;4;23793;2011-01-11
33473;13;23794;2012-11-15
33474;12;23795;2017-09-27
33475;6;23796;2014-06-10
33476;13;23796;2022-10-10
33477;4;23797;2022-11-18
33478;5;23798;2016-07-25
33479;6;23799;2016-06-14
33480;7;23800;2011-04-10
33481;8;23801;2012-02-28
33482;6;23802;2023-12-25
33483;7;23803;2019-12-15
33484;11;23804;2021-04-26
33485;4;23805;2022-12-02
33486;12;23806;2014-12-13
33487;8;23807;2016-01-16
33488;7;23807;2015-05-02
33489;4;23808;2016-04-19
33490;13;23809;2019-04-30
33491;9;23809;2011-07-19
33492;12;23810;2015-11-15
33493;10;23811;2012-12-30
33494;6;23811;2022-11-07
33495;1;23811;2020-10-16
33496;10;23812;2013-10-31
33497;2;23813;2019-06-29
33498;13;23814;2021-09-27
33499;4;23815;2019-11-27
33500;14;23816;2018-06-27
33501;9;23817;2021-01-12
33502;2;23818;2013-06-24
33503;3;23818;2011-05-14
33504;4;23819;2020-02-19
33505;6;23820;2021-02-14
33506;2;23821;2016-09-12
33507;6;23822;2011-12-06
33508;10;23822;2019-03-09
33509;8;23822;2014-04-16
33510;11;23823;2015-02-16
33511;2;23823;2021-05-24
33512;8;23823;2022-05-03
33513;7;23824;2014-11-08
33514;11;23825;2023-10-06
33515;6;23826;2015-06-15
33516;6;23827;2023-11-17
33517;2;23827;2012-09-08
33518;13;23828;2020-02-04
33519;8;23829;2020-01-04
33520;9;23829;2016-12-20
33521;13;23830;2014-08-27
33522;6;23831;2017-01-28
33523;11;23831;2020-11-24
33524;9;23832;2023-03-23
33525;12;23833;2012-08-20
33526;7;23834;2015-08-20
33527;4;23835;2013-04-07
33528;9;23836;2016-02-16
33529;10;23836;2014-06-18
33530;12;23837;2020-06-12
33531;6;23837;2020-04-10
33532;8;23837;2012-03-10
33533;5;23838;2018-02-03
33534;3;23838;2011-12-20
33535;1;23838;2018-04-02
33536;14;23839;2015-04-06
33537;5;23840;2013-10-30
33538;14;23841;2011-07-21
33539;7;23842;2013-01-12
33540;4;23843;2011-04-13
33541;9;23844;2016-11-25
33542;7;23845;2017-12-28
33543;8;23846;2010-10-07
33544;9;23846;2021-10-30
33545;4;23846;2019-10-29
33546;12;23847;2021-08-29
33547;11;23848;2011-11-22
33548;11;23849;2021-03-27
33549;4;23850;2012-10-14
33550;8;23850;2013-11-06
33551;11;23851;2016-06-24
33552;8;23851;2016-07-01
33553;10;23851;2019-03-28
33554;13;23852;2022-06-04
33555;6;23853;2019-04-17
33556;3;23854;2018-03-08
33557;6;23855;2012-04-17
33558;6;23856;2022-12-26
33559;6;23857;2017-03-24
33560;1;23858;2011-12-31
33561;10;23859;2013-04-30
33562;10;23860;2023-03-29
33563;14;23861;2019-01-14
33564;5;23861;2020-03-23
33565;3;23861;2011-10-24
33566;7;23862;2013-03-26
33567;5;23863;2022-01-02
33568;12;23863;2018-10-17
33569;3;23863;2021-04-01
33570;1;23864;2011-02-13
33571;12;23865;2015-11-21
33572;10;23866;2018-09-19
33573;5;23867;2010-08-31
33574;5;23868;2018-06-23
33575;12;23869;2017-03-30
33576;9;23870;2016-09-10
33577;10;23871;2021-09-30
33578;11;23871;2023-02-06
33579;8;23872;2016-05-01
33580;5;23873;2015-02-08
33581;3;23874;2010-11-28
33582;8;23874;2018-09-22
33583;12;23875;2014-03-22
33584;8;23876;2013-03-16
33585;5;23877;2014-05-18
33586;1;23878;2017-02-13
33587;13;23878;2019-10-28
33588;13;23878;2010-01-02
33589;13;23879;2011-05-08
33590;4;23879;2011-07-01
33591;2;23880;2018-12-06
33592;4;23880;2023-05-19
33593;1;23881;2017-06-01
33594;13;23881;2017-08-13
33595;11;23882;2010-12-29
33596;5;23882;2019-07-15
33597;2;23882;2021-08-02
33598;11;23883;2019-08-20
33599;13;23883;2023-04-03
33600;7;23884;2015-10-15
33601;5;23885;2020-08-21
33602;9;23886;2021-02-24
33603;6;23887;2014-03-03
33604;7;23887;2014-11-12
33605;8;23888;2013-04-12
33606;2;23888;2014-04-12
33607;10;23889;2023-02-24
33608;11;23890;2020-05-02
33609;5;23891;2021-03-13
33610;9;23892;2021-08-09
33611;12;23892;2021-06-11
33612;7;23893;2014-02-06
33613;8;23894;2022-07-02
33614;8;23894;2021-07-13
33615;4;23895;2010-07-26
33616;7;23896;2018-12-14
33617;2;23897;2017-09-21
33618;1;23898;2023-08-24
33619;11;23899;2016-05-08
33620;9;23899;2016-12-31
33621;7;23899;2014-11-26
33622;14;23900;2021-10-16
33623;10;23901;2019-01-19
33624;3;23902;2011-05-24
33625;12;23903;2019-05-25
33626;6;23903;2014-08-03
33627;3;23904;2012-07-11
33628;5;23904;2012-03-29
33629;11;23905;2021-03-23
33630;1;23906;2015-05-23
33631;3;23907;2011-04-12
33632;6;23907;2018-05-14
33633;7;23908;2015-05-16
33634;8;23909;2015-06-18
33635;1;23910;2022-01-25
33636;2;23911;2010-05-27
33637;5;23912;2013-08-25
33638;4;23913;2012-01-21
33639;14;23914;2013-01-26
33640;13;23915;2017-02-12
33641;14;23915;2010-11-06
33642;1;23916;2021-10-02
33643;8;23917;2018-06-26
33644;14;23918;2016-03-26
33645;11;23918;2016-03-01
33646;12;23918;2014-03-02
33647;1;23919;2011-02-06
33648;13;23920;2021-10-31
33649;9;23921;2014-10-21
33650;6;23921;2011-09-19
33651;3;23922;2013-01-19
33652;6;23922;2017-04-04
33653;11;23922;2017-09-22
33654;1;23923;2023-06-15
33655;5;23924;2021-02-14
33656;9;23925;2017-08-29
33657;14;23926;2022-10-08
33658;9;23927;2018-09-06
33659;9;23927;2021-08-19
33660;3;23928;2010-06-07
33661;1;23929;2021-06-17
33662;7;23930;2018-12-18
33663;13;23931;2020-05-31
33664;9;23932;2011-09-28
33665;6;23932;2010-03-13
33666;9;23933;2013-05-11
33667;8;23934;2012-06-12
33668;3;23934;2022-10-06
33669;3;23935;2018-05-13
33670;12;23935;2017-12-17
33671;12;23936;2020-11-13
33672;7;23936;2022-07-15
33673;6;23937;2021-10-19
33674;6;23938;2011-11-29
33675;2;23939;2012-11-20
33676;9;23940;2020-12-05
33677;14;23941;2010-12-29
33678;4;23942;2021-11-10
33679;7;23943;2020-09-05
33680;6;23944;2019-01-30
33681;5;23945;2019-03-28
33682;5;23946;2019-12-22
33683;2;23946;2023-08-28
33684;14;23947;2016-03-13
33685;4;23948;2014-10-19
33686;10;23948;2022-10-23
33687;10;23949;2010-04-26
33688;7;23949;2021-06-25
33689;6;23949;2013-08-26
33690;5;23950;2010-04-03
33691;14;23950;2010-07-21
33692;1;23950;2020-12-05
33693;6;23951;2016-11-17
33694;1;23952;2019-10-10
33695;4;23953;2019-05-12
33696;1;23954;2020-08-27
33697;14;23954;2016-08-04
33698;10;23955;2013-11-23
33699;10;23955;2010-04-02
33700;14;23956;2014-07-30
33701;2;23957;2018-11-12
33702;14;23958;2019-11-01
33703;12;23959;2012-06-26
33704;4;23960;2014-08-26
33705;3;23961;2015-07-14
33706;8;23962;2013-05-20
33707;1;23963;2012-11-30
33708;13;23963;2015-09-20
33709;9;23964;2019-05-29
33710;1;23965;2015-11-22
33711;2;23965;2010-07-04
33712;7;23965;2012-04-05
33713;1;23966;2010-05-22
33714;9;23967;2023-11-16
33715;13;23968;2011-09-27
33716;1;23968;2011-01-12
33717;11;23969;2023-07-26
33718;8;23969;2020-06-30
33719;3;23970;2011-08-06
33720;10;23971;2017-12-09
33721;5;23971;2011-03-22
33722;11;23971;2015-08-08
33723;11;23972;2015-08-29
33724;3;23972;2015-04-11
33725;3;23973;2018-10-04
33726;9;23974;2012-11-21
33727;12;23975;2013-10-24
33728;7;23976;2013-05-13
33729;1;23976;2020-09-05
33730;12;23977;2019-10-19
33731;10;23978;2018-07-07
33732;7;23979;2014-03-09
33733;4;23979;2023-02-12
33734;12;23979;2018-06-28
33735;14;23980;2022-04-05
33736;2;23980;2022-09-09
33737;12;23980;2012-04-04
33738;3;23981;2019-04-06
33739;14;23982;2023-06-05
33740;1;23983;2013-12-08
33741;14;23984;2021-05-03
33742;8;23985;2020-10-01
33743;7;23985;2018-09-02
33744;3;23986;2017-05-06
33745;14;23987;2014-11-19
33746;11;23987;2016-04-29
33747;14;23988;2017-09-26
33748;6;23989;2023-06-23
33749;7;23990;2014-03-28
33750;7;23991;2019-07-03
33751;11;23992;2014-04-24
33752;11;23992;2019-03-03
33753;10;23992;2013-02-04
33754;4;23993;2013-09-19
33755;10;23993;2014-08-12
33756;3;23994;2014-06-02
33757;6;23995;2011-09-17
33758;11;23996;2013-05-13
33759;9;23997;2019-06-09
33760;5;23997;2015-10-26
33761;1;23997;2023-11-15
33762;5;23998;2016-09-25
33763;14;23999;2023-08-03
33764;4;24000;2012-12-21
33765;14;24001;2012-02-13
33766;5;24001;2022-06-01
33767;4;24002;2010-07-27
33768;4;24002;2020-07-20
33769;6;24002;2017-09-23
33770;13;24003;2021-07-24
33771;9;24003;2016-05-11
33772;6;24004;2010-06-19
33773;12;24005;2014-04-23
33774;4;24006;2011-10-26
33775;10;24007;2013-01-03
33776;1;24008;2017-04-07
33777;4;24009;2017-11-14
33778;1;24009;2019-03-06
33779;6;24010;2010-06-25
33780;4;24010;2018-02-28
33781;14;24011;2016-11-29
33782;1;24011;2019-07-17
33783;8;24011;2014-05-06
33784;3;24012;2016-03-07
33785;5;24013;2020-09-13
33786;9;24013;2016-10-25
33787;3;24013;2014-07-20
33788;5;24014;2020-05-31
33789;14;24015;2013-06-21
33790;13;24015;2012-03-16
33791;9;24016;2019-06-02
33792;6;24016;2010-01-30
33793;12;24017;2018-08-30
33794;6;24018;2023-01-05
33795;12;24018;2010-09-27
33796;10;24019;2021-06-28
33797;3;24019;2015-01-16
33798;12;24020;2019-05-31
33799;3;24021;2018-02-19
33800;6;24021;2014-10-14
33801;11;24022;2022-04-22
33802;8;24023;2019-09-10
33803;11;24023;2017-06-07
33804;1;24024;2017-09-08
33805;3;24025;2016-04-29
33806;4;24026;2013-08-18
33807;7;24027;2015-06-16
33808;9;24027;2020-02-29
33809;8;24028;2014-02-19
33810;13;24029;2016-12-17
33811;3;24030;2016-04-09
33812;7;24031;2017-07-27
33813;9;24032;2011-02-28
33814;13;24032;2022-08-04
33815;4;24033;2021-07-08
33816;5;24034;2014-06-21
33817;10;24035;2010-10-01
33818;12;24035;2021-10-11
33819;11;24035;2019-06-20
33820;10;24036;2023-08-03
33821;10;24037;2018-04-30
33822;13;24037;2023-06-27
33823;5;24038;2014-11-10
33824;14;24038;2011-05-24
33825;9;24039;2016-12-30
33826;2;24040;2022-09-21
33827;4;24041;2012-10-06
33828;8;24042;2015-08-09
33829;14;24043;2015-03-09
33830;3;24044;2013-05-14
33831;9;24045;2014-02-07
33832;1;24046;2010-03-12
33833;7;24046;2018-03-15
33834;1;24047;2012-10-22
33835;8;24048;2010-07-30
33836;2;24049;2016-12-21
33837;10;24050;2013-01-25
33838;4;24051;2016-07-11
33839;9;24051;2022-12-02
33840;5;24051;2020-10-10
33841;4;24052;2013-02-25
33842;10;24053;2022-11-09
33843;10;24053;2014-04-10
33844;11;24053;2016-12-19
33845;2;24054;2016-12-04
33846;7;24055;2018-09-25
33847;6;24055;2018-04-08
33848;1;24056;2020-04-30
33849;12;24056;2011-11-19
33850;5;24057;2010-06-02
33851;4;24058;2013-05-15
33852;9;24059;2017-05-02
33853;10;24060;2022-07-15
33854;6;24061;2013-04-19
33855;13;24062;2019-09-19
33856;3;24063;2017-08-24
33857;6;24064;2012-10-13
33858;2;24065;2017-09-08
33859;1;24065;2023-12-02
33860;9;24065;2015-03-08
33861;14;24066;2023-08-27
33862;8;24067;2018-10-27
33863;9;24067;2010-01-14
33864;11;24067;2018-01-23
33865;6;24068;2020-02-03
33866;11;24068;2010-09-20
33867;2;24069;2011-02-19
33868;13;24069;2019-04-02
33869;10;24070;2014-12-04
33870;3;24071;2020-05-27
33871;14;24072;2012-09-28
33872;10;24072;2021-04-20
33873;11;24073;2023-03-23
33874;4;24074;2015-03-01
33875;7;24074;2010-10-06
33876;12;24074;2013-03-16
33877;12;24075;2017-10-16
33878;9;24076;2022-09-11
33879;7;24077;2017-04-03
33880;8;24078;2011-03-07
33881;2;24079;2016-05-14
33882;12;24079;2020-11-24
33883;4;24080;2018-02-22
33884;5;24081;2020-12-07
33885;8;24082;2017-11-18
33886;11;24083;2019-09-17
33887;1;24084;2013-12-24
33888;1;24085;2018-03-31
33889;1;24086;2015-06-22
33890;5;24086;2013-02-25
33891;13;24087;2023-09-26
33892;7;24088;2011-08-18
33893;9;24089;2015-11-06
33894;4;24090;2019-09-18
33895;1;24090;2011-04-14
33896;2;24091;2015-03-05
33897;3;24092;2022-04-03
33898;6;24093;2023-10-10
33899;4;24094;2011-10-06
33900;14;24094;2010-10-03
33901;7;24095;2020-09-22
33902;2;24096;2019-06-03
33903;2;24096;2022-06-15
33904;12;24097;2011-12-22
33905;3;24097;2016-09-19
33906;11;24098;2014-11-23
33907;2;24098;2023-06-10
33908;11;24099;2015-06-13
33909;11;24100;2012-04-17
33910;13;24101;2014-12-27
33911;14;24102;2021-07-05
33912;5;24103;2021-06-27
33913;13;24104;2014-05-10
33914;6;24104;2012-01-02
33915;13;24105;2017-07-30
33916;7;24105;2019-12-29
33917;3;24106;2017-01-08
33918;3;24106;2010-06-17
33919;4;24107;2023-04-15
33920;7;24108;2023-10-24
33921;6;24108;2010-07-04
33922;14;24109;2013-11-23
33923;13;24110;2021-08-30
33924;9;24111;2017-05-17
33925;12;24112;2019-08-22
33926;14;24112;2022-07-20
33927;4;24113;2019-04-10
33928;14;24113;2016-12-14
33929;1;24113;2012-01-24
33930;2;24114;2013-02-05
33931;1;24115;2016-07-16
33932;3;24116;2020-08-30
33933;2;24117;2019-11-25
33934;14;24118;2017-01-14
33935;14;24119;2016-09-07
33936;7;24119;2021-07-18
33937;7;24120;2013-09-20
33938;7;24121;2021-09-04
33939;3;24121;2010-04-29
33940;9;24122;2020-06-18
33941;8;24123;2023-11-03
33942;10;24123;2013-02-13
33943;11;24124;2019-10-31
33944;1;24125;2020-11-04
33945;5;24126;2019-01-24
33946;14;24126;2010-01-08
33947;5;24127;2022-06-20
33948;12;24128;2019-05-26
33949;3;24129;2017-10-11
33950;14;24130;2014-12-02
33951;7;24131;2015-09-16
33952;11;24132;2023-02-08
33953;2;24133;2016-07-29
33954;1;24133;2011-04-09
33955;14;24134;2015-10-21
33956;6;24135;2018-07-10
33957;11;24135;2019-11-08
33958;4;24136;2013-07-19
33959;3;24136;2012-10-19
33960;4;24137;2016-09-19
33961;13;24138;2016-12-21
33962;12;24139;2021-07-30
33963;12;24139;2019-07-14
33964;6;24139;2023-07-30
33965;12;24140;2015-09-02
33966;14;24141;2012-04-24
33967;8;24142;2015-12-23
33968;3;24142;2021-09-25
33969;2;24143;2010-10-13
33970;8;24144;2010-03-12
33971;7;24144;2017-01-01
33972;11;24145;2021-04-15
33973;8;24146;2015-02-10
33974;4;24146;2020-04-16
33975;3;24147;2010-04-11
33976;10;24148;2017-10-25
33977;9;24149;2017-07-26
33978;14;24150;2010-04-15
33979;10;24150;2021-06-10
33980;6;24151;2012-04-12
33981;3;24152;2011-02-07
33982;5;24152;2023-01-28
33983;4;24153;2019-01-26
33984;14;24154;2017-10-06
33985;8;24154;2019-03-31
33986;2;24154;2014-05-17
33987;10;24155;2022-07-11
33988;14;24156;2015-01-11
33989;5;24157;2021-04-02
33990;7;24158;2014-09-24
33991;12;24158;2020-09-09
33992;10;24159;2022-06-21
33993;12;24160;2022-03-14
33994;9;24161;2010-11-29
33995;1;24162;2010-11-03
33996;3;24163;2013-07-11
33997;5;24164;2018-12-26
33998;6;24165;2020-08-10
33999;13;24165;2012-06-30
34000;2;24166;2010-08-12
34001;2;24167;2022-07-18
34002;12;24168;2022-04-08
34003;11;24169;2014-05-13
34004;8;24170;2013-09-15
34005;4;24171;2018-10-14
34006;3;24171;2023-03-17
34007;7;24172;2014-06-02
34008;13;24173;2011-01-11
34009;12;24174;2013-09-20
34010;9;24175;2015-01-25
34011;5;24176;2012-04-16
34012;4;24177;2013-03-02
34013;5;24177;2018-09-14
34014;11;24178;2010-10-16
34015;1;24179;2017-07-27
34016;13;24180;2018-02-24
34017;13;24181;2010-01-12
34018;10;24182;2010-08-02
34019;9;24183;2010-02-22
34020;5;24184;2019-10-11
34021;13;24185;2020-12-26
34022;1;24186;2021-04-17
34023;10;24186;2015-11-23
34024;9;24187;2011-09-06
34025;11;24187;2023-05-13
34026;12;24188;2020-09-08
34027;3;24188;2012-11-11
34028;1;24188;2017-01-09
34029;4;24189;2017-03-02
34030;10;24190;2016-05-02
34031;6;24191;2010-05-03
34032;1;24192;2017-10-11
34033;1;24193;2019-05-15
34034;1;24194;2012-04-03
34035;2;24195;2012-05-18
34036;9;24196;2016-04-07
34037;12;24196;2019-10-18
34038;14;24197;2015-07-28
34039;1;24198;2017-09-21
34040;12;24199;2021-11-14
34041;5;24200;2017-11-19
34042;4;24200;2011-05-19
34043;6;24201;2013-03-02
34044;3;24202;2010-10-04
34045;6;24202;2012-07-12
34046;6;24203;2022-01-31
34047;11;24204;2012-12-23
34048;10;24204;2017-12-25
34049;8;24204;2013-01-02
34050;2;24205;2022-10-07
34051;12;24206;2021-10-05
34052;7;24207;2022-03-03
34053;2;24207;2012-03-17
34054;10;24208;2014-07-19
34055;1;24209;2015-06-15
34056;1;24210;2014-10-16
34057;3;24210;2014-03-26
34058;9;24211;2015-05-21
34059;7;24212;2011-05-17
34060;4;24213;2018-01-31
34061;11;24213;2019-12-01
34062;3;24214;2018-04-20
34063;5;24215;2020-07-10
34064;6;24216;2019-11-13
34065;8;24217;2015-10-21
34066;8;24217;2014-04-16
34067;11;24217;2013-12-04
34068;11;24218;2020-03-04
34069;13;24219;2020-01-16
34070;13;24219;2011-06-25
34071;1;24219;2023-07-13
34072;10;24220;2013-11-27
34073;8;24221;2013-10-24
34074;8;24222;2013-03-10
34075;8;24223;2021-10-29
34076;9;24223;2016-04-14
34077;8;24223;2023-07-21
34078;9;24224;2014-09-22
34079;13;24224;2020-05-06
34080;4;24224;2011-07-03
34081;8;24225;2023-07-25
34082;10;24226;2022-04-23
34083;6;24227;2023-05-24
34084;7;24227;2021-05-25
34085;13;24228;2015-10-16
34086;8;24229;2019-01-10
34087;6;24229;2023-08-02
34088;8;24229;2020-05-28
34089;4;24230;2020-06-07
34090;9;24230;2018-03-20
34091;5;24231;2017-07-10
34092;1;24231;2020-09-10
34093;14;24231;2017-04-06
34094;11;24232;2016-05-20
34095;10;24232;2012-10-10
34096;12;24232;2011-03-05
34097;5;24233;2022-04-06
34098;12;24233;2022-03-01
34099;8;24234;2015-03-06
34100;3;24234;2015-04-22
34101;3;24235;2014-11-05
34102;3;24236;2016-07-19
34103;6;24237;2016-05-27
34104;9;24238;2018-08-29
34105;6;24239;2010-02-25
34106;1;24240;2012-01-28
34107;5;24240;2016-06-25
34108;4;24241;2013-01-09
34109;7;24242;2017-10-31
34110;13;24243;2021-08-09
34111;10;24244;2021-03-14
34112;6;24244;2018-09-14
34113;1;24245;2022-10-16
34114;10;24246;2018-12-06
34115;3;24246;2015-04-20
34116;4;24247;2011-06-20
34117;9;24248;2014-08-29
34118;6;24249;2023-01-08
34119;1;24250;2019-10-20
34120;14;24251;2016-03-19
34121;9;24252;2023-01-06
34122;5;24253;2016-04-05
34123;6;24253;2021-02-21
34124;10;24253;2014-09-07
34125;14;24254;2019-02-06
34126;11;24255;2011-04-16
34127;3;24256;2020-05-13
34128;11;24257;2011-12-28
34129;14;24258;2010-04-28
34130;9;24258;2020-09-12
34131;13;24259;2016-12-24
34132;5;24260;2011-03-04
34133;4;24261;2017-06-03
34134;13;24262;2020-05-21
34135;6;24263;2015-08-12
34136;10;24264;2012-04-17
34137;4;24264;2011-10-13
34138;13;24264;2016-01-20
34139;12;24265;2019-02-08
34140;13;24266;2023-09-29
34141;14;24267;2012-07-20
34142;9;24268;2013-03-31
34143;13;24269;2020-09-20
34144;13;24270;2016-07-12
34145;12;24270;2018-06-30
34146;1;24271;2017-11-14
34147;1;24272;2023-09-05
34148;8;24273;2017-10-29
34149;4;24274;2020-11-22
34150;4;24275;2010-01-15
34151;2;24276;2022-05-06
34152;3;24277;2015-04-18
34153;8;24278;2022-04-19
34154;13;24279;2015-09-13
34155;1;24280;2018-06-11
34156;8;24281;2021-03-30
34157;10;24281;2020-01-19
34158;2;24282;2010-09-08
34159;14;24283;2018-05-25
34160;11;24284;2022-12-24
34161;6;24285;2011-08-23
34162;11;24285;2020-04-12
34163;8;24286;2011-01-13
34164;9;24287;2012-03-25
34165;7;24288;2012-03-07
34166;3;24289;2010-05-01
34167;3;24290;2019-12-10
34168;13;24291;2022-12-16
34169;1;24292;2013-05-24
34170;12;24293;2014-04-22
34171;8;24294;2013-01-26
34172;6;24294;2021-02-16
34173;9;24294;2011-04-03
34174;11;24295;2023-03-21
34175;10;24296;2017-09-02
34176;3;24296;2010-03-12
34177;14;24297;2013-10-28
34178;5;24298;2010-05-17
34179;2;24299;2022-11-30
34180;14;24300;2022-03-16
34181;9;24301;2013-04-13
34182;7;24302;2010-01-25
34183;6;24303;2017-11-06
34184;4;24304;2017-04-07
34185;2;24305;2013-08-15
34186;12;24305;2021-04-30
