PK_ID_meduodnosa;POPULACIJE_ID_populacije1;POPULACIJE_ID_populacije2;INTERAKCIJE_ID_interakcije
44674;39314;23745;4
44675;14299;5042;6
44676;45298;11973;6
44677;12248;24875;4
44678;43254;22078;5
44679;43395;38592;3
44680;35647;47876;4
44681;21295;44571;3
44682;19497;16800;6
44683;46264;9037;5
44684;21869;31103;6
44685;42808;38730;4
44686;32388;32114;5
44687;42591;12720;2
44688;17711;27503;3
44689;26457;44508;4
44690;18562;23653;2
44691;12840;13686;6
44692;26454;13419;1
44693;32584;4867;2
44694;18388;18334;4
44695;6457;14164;1
44696;43634;44584;3
44697;42955;15119;1
44698;49678;35491;1
44699;25102;10833;1
44700;34387;2101;2
44701;9500;13544;4
44702;42772;28474;5
44703;28560;11126;3
44704;43556;3307;1
44705;24073;22685;2
44706;43493;24183;3
44707;15045;19533;4
44708;42458;18764;2
44709;30233;21247;5
44710;33279;16511;4
44711;1029;22815;1
44712;44750;1797;4
44713;46897;37137;4
44714;363;31722;5
44715;47401;6076;3
44716;19010;45970;4
44717;48854;49825;6
44718;31817;22449;2
44719;10519;49807;4
44720;12541;41194;4
44721;30801;3523;1
44722;28283;41460;6
44723;37544;27990;4
44724;47999;12606;1
44725;16979;11249;3
44726;32433;15039;6
44727;655;1132;3
44728;45811;36149;5
44729;13721;30670;6
44730;42218;10335;6
44731;8033;45043;3
44732;36348;5442;4
44733;24725;38889;1
44734;43187;41224;2
44735;9007;45238;2
44736;28252;43977;5
44737;42842;27713;3
44738;6728;39947;2
44739;10397;2345;5
44740;37739;24137;1
44741;3927;6622;5
44742;1655;39007;6
44743;13462;42564;2
44744;49870;35627;3
44745;22536;21667;5
44746;38473;7374;4
44747;34134;18374;3
44748;44188;23602;3
44749;17466;108;2
44750;32642;6769;1
44751;3344;25879;5
44752;42759;411;2
44753;37615;5218;1
44754;31968;46865;3
44755;37480;15855;3
44756;46715;14180;6
44757;5699;45387;2
44758;46763;43007;1
44759;21439;38744;3
44760;23064;15889;3
44761;48912;48090;4
44762;35359;7174;6
44763;7682;8061;3
44764;24488;1758;6
44765;48360;4882;6
44766;11199;23013;1
44767;12297;48691;5
44768;26525;43589;2
44769;35230;26551;6
44770;30331;7166;2
44771;24753;24988;6
44772;40719;8282;6
44773;33028;45298;5
44774;7466;34448;2
44775;24681;18790;2
44776;28214;29277;2
44777;49763;2411;4
44778;11687;37879;6
44779;38314;34819;3
44780;26157;48236;5
44781;18762;41245;3
44782;35548;24186;6
44783;37975;29272;5
44784;44946;31371;6
44785;31675;15160;3
44786;41625;8075;3
44787;41405;11866;6
44788;43504;44226;2
44789;2788;32666;1
44790;30245;15640;2
44791;24636;34272;5
44792;1258;7830;5
44793;44146;3675;5
44794;22034;46902;2
44795;12254;39031;4
44796;36954;38316;2
44797;45962;22275;5
44798;23047;38762;1
44799;33543;1496;6
44800;23017;26033;2
44801;36038;48241;3
44802;28050;46896;3
44803;7520;35167;1
44804;45117;49466;2
44805;34644;46503;3
44806;18048;32979;1
44807;49374;4007;5
44808;21276;11813;1
44809;19001;36143;6
44810;20676;34436;1
44811;6565;43463;3
44812;46318;40400;3
44813;35340;34503;6
44814;37382;34454;6
44815;5571;22602;3
44816;31021;35646;3
44817;14162;3788;4
44818;15743;13790;4
44819;17407;517;5
44820;49382;33249;5
44821;16035;49273;5
44822;45511;21790;3
44823;45759;42773;6
44824;45575;16658;5
44825;38004;11867;6
44826;6737;24237;6
44827;25124;13837;5
44828;29823;6710;5
44829;34672;30469;6
44830;4923;43732;6
44831;37092;26193;2
44832;6464;18803;4
44833;29089;16481;3
44834;24318;31771;2
44835;32927;23323;4
44836;24461;5923;1
44837;1211;37314;6
44838;38353;29253;4
44839;16580;34172;3
44840;27475;12395;5
44841;41262;30871;2
44842;14290;27620;4
44843;27023;36317;4
44844;31918;28446;1
44845;5254;5148;3
44846;13563;8579;1
44847;36712;38025;2
44848;48860;38232;6
44849;2064;4976;4
44850;21771;28828;5
44851;5338;19942;4
44852;13433;43620;1
44853;3072;43196;6
44854;27395;38970;2
44855;12350;26667;4
44856;28602;29342;4
44857;32190;12382;3
44858;34898;26092;5
44859;10072;48112;1
44860;20511;32139;5
44861;35833;6921;2
44862;7363;18333;6
44863;2699;39025;6
44864;25178;40313;3
44865;6883;8073;4
44866;25366;5219;4
44867;42763;48290;3
44868;19880;3499;3
44869;26429;12293;4
44870;40399;17734;3
44871;3320;16868;3
44872;32364;34425;4
44873;47686;46075;6
44874;16449;46036;4
44875;33741;40424;1
44876;8937;4209;6
44877;28577;29762;6
44878;18628;6466;1
44879;5445;4878;1
44880;26204;280;1
44881;12633;16807;3
44882;28040;21639;1
44883;5078;37309;3
44884;35598;6458;1
44885;39702;22902;5
44886;12585;36062;6
44887;18153;26836;1
44888;11674;1960;1
44889;20215;34862;2
44890;11752;8304;2
44891;27119;5968;4
44892;25558;49688;5
44893;21741;5772;1
44894;16453;28368;4
44895;27666;21951;1
44896;1712;2637;4
44897;40287;49952;5
44898;22038;47439;1
44899;27670;43484;5
44900;7522;40049;4
44901;4047;32977;6
44902;10414;30586;2
44903;33712;44464;4
44904;20525;10699;5
44905;24675;2741;2
44906;36176;40735;2
44907;35071;13739;4
44908;2993;9588;1
44909;8193;41211;5
44910;48040;42307;4
44911;33563;9931;3
44912;24113;10940;6
44913;48171;47707;3
44914;44143;34447;2
44915;1492;18383;1
44916;10404;32960;2
44917;38741;20363;1
44918;33807;5312;1
44919;46218;24755;2
44920;3998;47816;3
44921;39668;48205;4
44922;16010;21523;5
44923;21614;16784;6
44924;20269;38174;5
44925;7557;38603;4
44926;43145;14268;3
44927;12723;8225;6
44928;32295;10073;2
44929;4582;32397;4
44930;28547;38823;3
44931;928;39383;3
44932;11604;39373;3
44933;10521;40227;6
44934;10741;45514;5
44935;32319;22361;2
44936;29327;36667;2
44937;17822;38157;1
44938;2192;15439;3
44939;23695;49118;2
44940;4869;37166;2
44941;39259;48926;4
44942;47153;37168;5
44943;23340;24876;1
44944;7056;42517;5
44945;8434;24775;6
44946;34434;48443;4
44947;49983;45372;6
44948;11891;33224;2
44949;46654;26955;6
44950;39405;45246;3
44951;35510;35035;2
44952;8912;36966;3
44953;15310;12688;1
44954;23272;27032;4
44955;41718;34330;5
44956;26160;34084;5
44957;22900;18403;6
44958;33644;44824;1
44959;11426;3151;6
44960;2224;14258;5
44961;9499;4852;1
44962;43103;45174;6
44963;36713;26146;3
44964;24691;23326;6
44965;43352;37250;6
44966;3519;44456;3
44967;10676;21583;1
44968;11603;21098;2
44969;17577;31642;3
44970;40176;24829;5
44971;10248;42613;4
44972;38028;26107;2
44973;24705;159;1
44974;39192;21776;2
44975;40823;44388;2
44976;38858;37367;6
44977;43814;5682;4
44978;37864;24699;2
44979;40181;31199;6
44980;17828;33194;3
44981;4428;26764;4
44982;29602;13559;4
44983;29647;24085;3
44984;43769;44122;2
44985;14512;39668;3
44986;20276;14118;1
44987;29043;31634;5
44988;3446;41882;1
44989;24115;48698;2
44990;28064;15518;6
44991;49135;30893;4
44992;43905;27895;5
44993;48062;37203;2
44994;46872;32689;4
44995;38453;29258;1
44996;573;29876;1
44997;1830;9456;4
44998;25751;40290;2
44999;22697;21232;1
45000;32580;14889;2
45001;7226;46880;2
45002;16241;5375;2
45003;36488;228;4
45004;24669;18596;5
45005;17750;11781;4
45006;37766;49548;5
45007;18303;14890;1
45008;5951;34676;1
45009;12196;22387;6
45010;13521;10244;2
45011;32890;24264;5
45012;43034;27546;4
45013;34083;36344;3
45014;6240;31215;1
45015;7480;22400;6
45016;34584;12502;2
45017;41334;46651;2
45018;42499;34937;3
45019;32554;41317;5
45020;17274;15255;1
45021;22937;19405;1
45022;24423;6152;2
45023;44589;3235;4
45024;40702;938;1
45025;11567;41780;2
45026;20422;4696;6
45027;3914;37591;2
45028;39190;42468;5
45029;17162;47903;2
45030;33000;39669;1
45031;44689;5184;4
45032;21515;6708;1
45033;33614;8615;1
45034;45275;7586;4
45035;14098;13286;1
45036;25499;21146;3
45037;44429;8419;6
45038;10260;47591;1
45039;21806;9427;5
45040;6909;5884;6
45041;10251;43629;1
45042;39395;4307;3
45043;2081;23275;5
45044;23888;544;3
45045;41622;20680;3
45046;33133;36969;5
45047;31261;38193;5
45048;44117;43383;4
45049;94;6253;2
45050;36395;7761;2
45051;20083;48056;6
45052;40628;43533;1
45053;43765;5466;2
45054;39421;993;5
45055;697;2134;5
45056;23956;26133;5
45057;24379;33817;5
45058;22949;14886;4
45059;19009;12833;6
45060;3738;15154;1
45061;15870;27088;2
45062;7666;3097;1
45063;38014;34996;4
45064;8299;48615;1
45065;21613;10565;5
45066;3701;45427;6
45067;46010;42084;3
45068;7790;40720;5
45069;4918;25957;6
45070;2151;28199;5
45071;31914;31344;6
45072;21116;26115;2
45073;10549;38589;4
45074;24166;5247;2
45075;40072;40969;6
45076;48849;9096;5
45077;7644;9007;2
45078;34103;38391;1
45079;32599;49522;3
45080;19928;48690;5
45081;3949;20451;5
45082;16323;35245;1
45083;30770;26642;3
45084;49021;28526;5
45085;14595;17072;2
45086;18967;44464;1
45087;31953;49359;2
45088;3168;33166;2
45089;46369;42149;2
45090;7507;13056;4
45091;22216;22241;1
45092;6820;37025;5
45093;26236;39929;3
45094;37326;40040;6
45095;14184;35526;4
45096;35715;3674;6
45097;29398;45796;1
45098;21649;3990;6
45099;46506;26003;4
45100;35061;29153;1
45101;12239;11630;5
45102;42162;11450;1
45103;32142;43924;4
45104;46641;17424;3
45105;6332;9205;4
45106;44044;6079;6
45107;9368;37523;6
45108;23618;20659;6
45109;7159;29049;2
45110;48300;36352;3
45111;44479;41008;6
45112;49104;23757;3
45113;22620;45032;3
45114;13683;7188;1
45115;30779;32190;2
45116;49621;43692;6
45117;20794;4201;5
45118;5850;34444;4
45119;40379;4067;3
45120;40204;41784;4
45121;1898;41310;6
45122;12688;25383;6
45123;3631;8598;5
45124;23949;21260;4
45125;20306;32536;3
45126;40652;10698;1
45127;1269;1840;4
45128;23269;34716;2
45129;17357;41423;1
45130;43314;13086;4
45131;26880;49849;4
45132;34889;42060;2
45133;17351;14201;5
45134;8637;14585;2
45135;21383;7556;3
45136;21239;20940;5
45137;4794;35647;1
45138;43647;44138;2
45139;5902;21821;6
45140;9321;12045;6
45141;26678;35319;3
45142;27957;18544;1
45143;11466;34878;5
45144;4274;11063;6
45145;22876;21374;4
45146;23345;23197;4
45147;49413;14138;3
45148;42438;32009;5
45149;8443;18585;6
45150;13996;32793;3
45151;44644;28354;2
45152;42174;4365;4
45153;4383;22852;6
45154;44558;27503;1
45155;24440;24124;4
45156;25585;6098;6
45157;33309;19512;1
45158;26486;38697;2
45159;41070;43034;3
45160;40920;33856;1
45161;24077;41407;4
45162;36479;27758;2
45163;2556;38983;4
45164;41000;9028;6
45165;32269;16831;2
45166;28455;3748;1
45167;6012;36686;1
45168;26697;29450;2
45169;26647;43634;1
45170;36835;47819;5
45171;26826;42494;4
45172;47877;22166;1
45173;46928;31646;4
45174;2937;32824;3
45175;6614;28376;3
45176;9393;7330;2
45177;37685;11477;1
45178;26333;34936;4
45179;8119;1371;4
45180;47580;606;3
45181;19195;12823;4
45182;18274;12212;1
45183;49107;6720;5
45184;6233;41983;6
45185;38205;46352;5
45186;43690;17011;6
45187;36605;31795;3
45188;13551;9567;5
45189;10677;33960;5
45190;45662;12245;5
45191;22208;28297;4
45192;42225;36719;1
45193;29615;37890;3
45194;7955;17207;1
45195;27949;45191;4
45196;8444;17724;4
45197;2323;43484;2
45198;34302;40315;5
45199;45423;14488;1
45200;42563;23775;6
45201;2042;24665;4
45202;7034;18022;3
45203;29969;11728;5
45204;15467;36804;4
45205;37249;14551;6
45206;17097;14316;1
45207;27067;48534;5
45208;46522;32379;5
45209;38505;14182;6
45210;5041;21095;5
45211;17863;29041;6
45212;7968;2638;2
45213;49501;45212;6
45214;21889;25593;1
45215;13910;38890;4
45216;18430;40473;6
45217;32490;33561;1
45218;1499;5664;5
45219;22766;6263;4
45220;19587;49662;2
45221;49039;344;6
45222;41812;22724;5
45223;45630;8328;3
45224;28062;11287;5
45225;28900;27703;4
45226;17098;29858;4
45227;20926;21382;1
45228;15907;43271;1
45229;21866;39838;4
45230;5382;5309;6
45231;47452;10984;6
45232;22449;48215;5
45233;31973;32604;2
45234;17028;49230;1
45235;26722;40376;5
45236;31268;11386;2
45237;15174;38133;3
45238;18948;31766;3
45239;36478;38679;3
45240;27018;9117;6
45241;3670;1780;5
45242;16081;11768;3
45243;27571;30367;3
45244;32710;2893;2
45245;12929;37711;6
45246;26522;5435;5
45247;12164;40184;6
45248;4069;45020;4
45249;11419;38760;3
45250;42755;4468;6
45251;16854;804;2
45252;44026;13187;3
45253;24060;28566;1
45254;9201;43958;5
45255;32178;24077;2
45256;47043;30001;3
45257;44939;39383;3
45258;1247;47746;2
45259;36594;39431;6
45260;33190;8374;3
45261;33131;48825;4
45262;12998;918;4
45263;10666;33282;6
45264;41447;31269;1
45265;794;32647;3
45266;23552;18728;2
45267;29482;3190;3
45268;31024;36206;5
45269;35353;9451;6
45270;18623;39946;3
45271;11453;23227;6
45272;38846;25654;3
45273;7719;7847;1
45274;20587;25056;6
45275;41860;32259;6
45276;12592;5346;1
45277;655;3358;4
45278;12999;25648;1
45279;39297;928;3
45280;201;1394;1
45281;35166;11065;3
45282;42902;16929;4
45283;20895;38721;5
45284;14923;43519;3
45285;37002;580;6
45286;7966;48688;5
45287;10337;44622;5
45288;41283;33915;4
45289;28144;27658;5
45290;691;4688;6
45291;753;4982;4
45292;1413;4242;3
45293;15784;49488;4
45294;46366;23713;5
45295;39460;29079;6
45296;7726;29350;5
45297;22837;9422;4
45298;37755;10583;5
45299;3302;37994;5
45300;19426;1540;6
45301;2247;14510;3
45302;8065;16478;6
45303;23071;21225;6
45304;49619;5641;3
45305;37965;49799;1
45306;49473;48942;6
45307;14598;39586;6
45308;15411;25528;3
45309;16564;38586;4
45310;19674;39397;5
45311;11291;34851;5
45312;40810;41714;1
45313;44679;13407;6
45314;11271;28283;2
45315;16930;30239;2
45316;6506;21898;6
45317;19877;11892;5
45318;48543;18945;3
45319;15235;1670;4
45320;36250;22326;5
45321;34392;19632;1
45322;16415;30557;3
45323;43533;6036;6
45324;22280;38333;1
45325;6069;22141;5
45326;42924;12141;1
45327;13605;46622;3
45328;27229;46504;4
45329;35012;9020;1
45330;28248;31392;3
45331;38637;11606;2
45332;10532;47093;2
45333;1630;6333;1
45334;15438;43109;4
45335;19782;2532;1
45336;11976;16706;1
45337;44117;9810;5
45338;4967;29134;1
45339;21161;67;6
45340;19663;11426;6
45341;21680;8774;5
45342;49341;37023;2
45343;31573;42769;1
45344;48971;30201;1
45345;28803;37720;3
45346;17558;34666;5
45347;28955;28860;4
45348;11598;46138;5
45349;18383;45408;6
45350;41101;1460;1
45351;26273;28517;4
45352;48116;14994;2
45353;31857;29213;3
45354;3522;19978;3
45355;40116;41539;2
45356;22545;1367;4
45357;39566;9968;2
45358;44292;29312;4
45359;33619;18631;2
45360;38469;3514;6
45361;34771;20513;4
45362;422;21386;3
45363;32587;28754;6
45364;38720;10030;5
45365;31333;6320;3
45366;1979;26955;6
45367;6844;45553;4
45368;16691;810;2
45369;21410;20962;1
45370;4145;34154;6
45371;44445;14241;5
45372;30496;47851;3
45373;3338;41342;4
45374;3557;2440;6
45375;46173;7678;5
45376;23451;43367;1
45377;26864;42662;2
45378;1839;17524;4
45379;30612;16174;3
45380;29771;40983;6
45381;35131;36672;3
45382;16526;19987;6
45383;2014;37368;4
45384;41808;7313;5
45385;49041;37554;3
45386;2360;6549;1
45387;3482;18199;2
45388;28976;19851;3
45389;5884;35604;3
45390;33216;44306;6
45391;42405;6111;1
45392;33075;24756;5
45393;30313;22304;4
45394;35173;31424;4
45395;47848;1232;2
45396;27088;8497;1
45397;10470;15706;1
45398;7275;38541;2
45399;33141;14940;6
45400;13548;40456;3
45401;24547;39955;4
45402;28930;1305;5
45403;15720;12753;2
45404;31530;16141;1
45405;770;18787;3
45406;44876;14750;3
45407;6416;34947;3
45408;18163;18298;3
45409;1670;45074;3
45410;35054;28246;1
45411;5390;36369;2
45412;17154;40229;2
45413;49748;37640;4
45414;44878;20647;6
45415;4419;39402;3
45416;38922;8274;5
45417;38580;21896;4
45418;44922;12657;6
45419;3291;34348;2
45420;34443;43449;5
45421;24695;1920;1
45422;21747;24466;4
45423;28231;25991;3
45424;2669;2409;2
45425;35458;39861;2
45426;35308;40230;4
45427;41362;13794;5
45428;5404;38449;3
45429;16906;28436;4
45430;40685;47168;5
45431;2697;15673;3
45432;35505;23043;5
45433;18426;12871;2
45434;40111;41939;2
45435;22254;587;3
45436;18687;48104;2
45437;1044;38159;5
45438;4926;39308;3
45439;22303;27929;2
45440;30265;46569;4
45441;29921;21400;1
45442;40459;2191;5
45443;5440;42970;4
45444;32262;12315;4
45445;9260;15698;3
45446;10650;1877;5
45447;3300;10342;6
45448;765;32925;5
45449;25711;12312;3
45450;46995;21603;1
45451;22661;8081;6
45452;26091;40626;4
45453;17701;22334;4
45454;40274;11565;1
45455;12286;40890;3
45456;39145;30948;2
45457;20854;40049;1
45458;29956;32116;2
45459;32196;38417;1
45460;39161;34297;1
45461;37011;3069;2
45462;11377;35040;5
45463;19169;2259;4
45464;23988;25127;3
45465;44397;33418;6
45466;19795;34964;2
45467;19335;10523;4
45468;516;23049;2
45469;49051;12129;2
45470;14468;47103;4
45471;6010;45448;6
45472;25791;47367;4
45473;34420;36101;5
45474;40911;553;3
45475;21715;12542;2
45476;25498;40376;1
45477;43232;39291;5
45478;36674;14659;5
45479;9602;2174;6
45480;21136;16356;6
45481;34642;1387;3
45482;23848;4042;1
45483;46491;23017;5
45484;28744;44623;1
45485;49114;39367;4
45486;26240;48696;3
45487;24362;34120;1
45488;2287;47801;6
45489;26968;19753;2
45490;42141;25330;3
45491;12695;32738;5
45492;45877;6671;1
45493;5068;12828;2
45494;11189;1555;4
45495;8325;28076;2
45496;1262;2357;6
45497;22936;34969;1
45498;39519;33719;5
45499;42355;48395;5
45500;33097;39457;4
45501;17479;31406;5
45502;41335;16310;6
45503;15302;14115;2
45504;9936;22081;3
45505;29997;16628;1
45506;11057;32538;6
45507;17448;40590;1
45508;9870;6174;5
45509;36488;30174;5
45510;31306;41268;3
45511;2572;46556;6
45512;46755;10812;6
45513;7709;18918;3
45514;19140;3432;1
45515;31255;26281;1
45516;18667;29066;6
45517;2585;43937;6
45518;13598;36099;3
45519;31295;23335;6
45520;33677;13323;6
45521;5165;4228;2
45522;1257;40553;2
45523;46485;18603;1
45524;31507;5612;5
45525;39784;13823;3
45526;43465;22015;6
45527;561;35251;1
45528;27402;894;6
45529;27523;31962;4
45530;26209;35644;4
45531;8345;48736;6
45532;5700;15657;2
45533;45765;45360;2
45534;9913;26724;4
45535;3969;39908;5
45536;67;4513;4
45537;32846;35775;1
45538;47292;10878;4
45539;3475;46622;2
45540;29726;13062;5
45541;28310;49706;4
45542;32547;25526;3
45543;35177;29538;4
45544;5739;11112;1
45545;44064;23079;4
45546;26140;30577;4
45547;36218;18391;6
45548;6580;38873;4
45549;7235;44525;3
45550;21349;43811;2
45551;20511;45003;1
45552;9352;34322;2
45553;21152;24612;5
45554;135;35149;3
45555;44445;25117;4
45556;49294;10390;3
45557;4815;33158;4
45558;10742;23247;1
45559;39135;46612;6
45560;14062;35242;5
45561;42209;34469;2
45562;7191;30251;5
45563;4941;28693;4
45564;1135;1712;2
45565;8017;17252;5
45566;845;9018;6
45567;18259;15231;4
45568;1131;6529;1
45569;32710;16928;3
45570;5758;38344;3
45571;10963;46077;6
45572;11755;32554;5
45573;45704;32186;4
45574;278;12853;1
45575;14261;24426;3
45576;31258;43170;4
45577;37762;26509;2
45578;30338;16723;6
45579;29512;13633;6
45580;46736;35070;5
45581;43693;26003;6
45582;30856;22204;6
45583;32747;5160;6
45584;26445;12255;1
45585;40761;21554;1
45586;2874;34643;1
45587;33451;7819;1
45588;25487;1021;4
45589;6436;46916;1
45590;44463;48757;2
45591;42542;29053;1
45592;13648;26082;3
45593;20494;12323;1
45594;25765;24798;4
45595;21683;47082;5
45596;36232;12785;5
45597;39816;22796;3
45598;14555;26366;2
45599;7483;2624;4
45600;30438;14140;5
45601;37996;28284;2
45602;20193;22861;4
45603;14142;37380;4
45604;28990;8147;3
45605;14618;45567;4
45606;43167;17811;1
45607;11963;9382;3
45608;37458;26634;2
45609;12784;19945;2
45610;48111;461;3
45611;18811;27712;4
45612;414;25403;5
45613;31327;32883;5
45614;21272;34515;4
45615;3217;18183;1
45616;31753;28243;6
45617;12469;28325;6
45618;41101;46366;2
45619;14902;8462;5
45620;7733;19639;3
45621;31631;36937;4
45622;10117;17428;5
45623;36562;26393;1
45624;48625;47748;5
45625;10819;21064;3
45626;39705;6622;2
45627;8603;11538;1
45628;37568;22630;4
45629;10960;41810;1
45630;6289;27182;1
45631;41073;28109;2
45632;16810;13587;2
45633;18837;23273;6
45634;48714;34882;4
45635;7926;31007;4
45636;17882;39182;6
45637;10278;28625;5
45638;35818;36608;1
45639;18475;31685;3
45640;28913;10407;2
45641;39713;10951;4
45642;14481;40678;6
45643;36378;41182;1
45644;32758;12759;3
45645;18964;25782;2
45646;12165;17186;1
45647;13930;8191;5
45648;32004;34879;4
45649;32551;1079;6
45650;37483;45215;5
45651;11301;41600;1
45652;42439;16045;2
45653;37696;44344;3
45654;8870;43481;6
45655;26492;18598;2
45656;44526;25290;3
45657;3081;40648;1
45658;41053;43630;6
45659;24168;10807;4
45660;45304;20695;6
45661;41974;29385;1
45662;2515;24915;6
45663;31592;19955;1
45664;15752;19919;1
45665;10599;6876;2
45666;27347;30597;4
45667;28906;4015;4
45668;46095;26129;6
45669;31696;9690;1
45670;49936;42004;2
45671;9404;42530;4
45672;1538;49394;4
45673;17626;9542;2
45674;41305;30601;6
45675;43259;22910;4
45676;5916;35118;2
45677;47072;18006;4
45678;41008;36770;1
45679;5301;18419;2
45680;34708;10330;5
45681;40610;29980;6
45682;30352;18592;6
45683;15300;31683;6
45684;23871;3984;2
45685;14858;32156;4
45686;9592;18635;5
45687;11948;48153;2
45688;47058;29991;6
45689;41625;17660;5
45690;43296;36633;5
45691;2669;45491;3
45692;2188;10142;4
45693;1591;43784;2
45694;33205;31186;6
45695;8953;44648;5
45696;12851;10523;3
45697;33479;34521;3
45698;8925;3644;4
45699;14773;9757;3
45700;44659;44558;1
45701;28783;46581;3
45702;30376;26384;3
45703;8882;4744;2
45704;12540;47226;1
45705;20417;32257;2
45706;24789;49168;3
45707;46242;34035;2
45708;21671;32988;3
45709;42651;42031;5
45710;3777;8271;5
45711;12589;42420;5
45712;7365;3765;2
45713;24086;24676;2
45714;28859;42447;2
45715;21184;47896;4
45716;17402;27512;1
45717;7662;25499;2
45718;11064;19798;1
45719;20864;29675;4
45720;42505;16858;3
45721;404;17076;3
45722;20435;13788;1
45723;36389;23294;4
45724;27539;46422;2
45725;28505;39718;6
45726;40323;25401;2
45727;7860;42661;2
45728;41147;15735;1
45729;42056;37701;2
45730;28435;1520;6
45731;12844;30452;5
45732;48957;12217;1
45733;49116;9896;5
45734;30669;20391;4
45735;23528;32355;5
45736;27319;2819;6
45737;25100;13476;2
45738;813;1635;3
45739;27112;41421;6
45740;16237;14840;5
45741;9384;37040;4
45742;41449;1715;5
45743;13831;41371;6
45744;23712;24890;2
45745;22898;13727;5
45746;5727;49308;6
45747;7809;26253;6
45748;12374;9652;6
45749;15218;29139;4
45750;19226;20832;2
45751;10617;30587;1
45752;35793;40909;2
45753;43644;48522;2
45754;19256;39638;1
45755;5837;3305;3
45756;33498;49572;4
45757;526;32029;4
45758;18496;14859;6
45759;3244;33838;4
45760;1157;7863;2
45761;21096;25272;1
45762;5886;25748;1
45763;16060;43390;1
45764;23219;47771;4
45765;41130;7884;2
45766;18112;39794;5
45767;3253;46900;3
45768;38953;2506;3
45769;37265;4388;5
45770;30260;23789;3
45771;35254;28641;1
45772;36371;40368;6
45773;36678;44459;1
45774;41130;21205;4
45775;12819;5473;6
45776;18679;16402;4
45777;4551;25245;6
45778;35629;22757;1
45779;1556;31292;6
45780;29668;7016;5
45781;10057;27944;5
45782;12324;47682;6
45783;46224;19550;2
45784;48844;1865;5
45785;24175;20339;2
45786;43567;30404;2
45787;32527;14835;5
45788;3064;14185;5
45789;22348;10558;1
45790;43882;31096;5
45791;19050;33223;1
45792;28212;45243;4
45793;46956;1094;2
45794;49053;26501;5
45795;23199;48300;3
45796;7114;11726;3
45797;6002;39317;2
45798;21820;46468;6
45799;39385;40326;6
45800;45674;19014;1
45801;6596;25711;3
45802;32074;23270;3
45803;28997;34728;2
45804;11563;12483;2
45805;32699;43706;1
45806;28137;37486;2
45807;38128;16966;1
45808;31200;909;5
45809;22370;18604;6
45810;34892;22545;6
45811;9118;10416;5
45812;44011;44846;4
45813;6898;48377;4
45814;22203;6186;6
45815;31895;22629;1
45816;36868;11137;2
45817;21431;42910;4
45818;19192;14135;3
45819;22000;3692;5
45820;21691;37970;2
45821;21579;14794;3
45822;13438;7719;5
45823;14986;12778;5
45824;47838;47379;5
45825;37565;20646;6
45826;11756;23497;3
45827;17133;7031;6
45828;18544;3561;1
45829;27704;25140;1
45830;6700;26788;5
45831;14612;22575;3
45832;42781;34526;3
45833;8821;8570;1
45834;40397;40700;6
45835;20956;28705;3
45836;28072;18291;2
45837;47243;10558;6
45838;6137;3304;3
45839;28307;30290;5
45840;14675;944;4
45841;8457;33626;4
45842;25525;31382;4
45843;33751;10406;6
45844;26077;13710;5
45845;36323;16487;6
45846;19848;1660;6
45847;49308;20356;4
45848;1216;44223;2
45849;13221;28633;2
45850;5860;24102;6
45851;27566;33350;1
45852;36015;11812;5
45853;15362;42611;2
45854;31755;43801;2
45855;25996;9780;6
45856;38835;11508;1
45857;14112;39589;4
45858;26050;4120;1
45859;25792;46053;5
45860;46345;20972;6
45861;34363;39969;6
45862;25262;22533;2
45863;13332;24013;6
45864;10272;25832;6
45865;8616;3790;2
45866;16053;36731;6
45867;4494;27077;4
45868;45384;19706;3
45869;48569;48919;4
45870;25719;17326;1
45871;35308;20850;3
45872;2354;34810;2
45873;23637;40324;3
45874;36478;8639;6
45875;44705;40494;1
45876;43040;44298;2
45877;8408;35328;6
45878;43086;20964;1
45879;27942;3039;2
45880;2099;7166;2
45881;21130;22242;5
45882;40314;30381;2
45883;9942;23674;6
45884;44428;9341;6
45885;38443;47762;6
45886;9604;26890;5
45887;15966;11459;2
45888;7026;21587;6
45889;30813;35843;2
45890;14853;36318;5
45891;22691;11209;2
45892;42623;29222;2
45893;20380;9302;4
45894;39320;35281;5
45895;43305;38049;5
45896;9919;32534;1
45897;19196;4303;2
45898;30876;49971;5
45899;31073;2649;4
45900;2389;40354;1
45901;10349;45271;2
45902;38436;24962;2
45903;7933;26956;4
45904;25472;3198;3
45905;21315;4101;5
45906;28582;20211;4
45907;15706;43695;4
45908;11876;4054;3
45909;46541;26562;1
45910;43236;5632;6
45911;10355;26898;6
45912;46698;36153;6
45913;39542;44594;3
45914;44649;26492;2
45915;18242;42442;5
45916;43676;13893;3
45917;48018;41271;3
45918;15602;12978;6
45919;34423;5157;4
45920;37312;37009;3
45921;28582;11177;5
45922;31479;43610;4
45923;17499;30814;1
45924;7106;3659;1
45925;47990;7767;4
45926;25377;34969;3
45927;8319;8180;1
45928;37378;1509;3
45929;17707;20834;3
45930;33720;10998;2
45931;32200;42431;5
45932;32023;38438;1
45933;7911;28938;4
45934;36387;18592;3
45935;30043;8618;5
45936;26091;20371;4
45937;49748;9241;3
45938;49982;16946;5
45939;29222;31502;1
45940;6234;24178;2
45941;27693;39983;4
45942;41819;31824;4
45943;11024;22693;2
45944;23693;31944;6
