ID_populacije;TAKSONOMIJE_C_ID_taksonomije;TAKSONOMIJA_SELF_ID_taksonomije_self;STANISTA_ID_stanista
30259;3773;3773;374
30260;4620;4620;1696
30261;5474;5474;3369
30262;2956;2956;3473
30263;1350;1350;3055
30264;5221;5221;2450
30265;5151;5151;335
30266;4874;4874;3385
30267;5142;5142;409
30268;3298;3298;704
30269;1590;1590;357
30270;3963;3963;978
30271;2190;2190;688
30272;2675;2675;4016
30273;5007;5007;3568
30274;2140;2140;1664
30275;5441;5441;3325
30276;4994;4994;1175
30277;6036;6036;1831
30278;5841;5841;1641
30279;4200;4200;4532
30280;4790;4790;2806
30281;4221;4221;4411
30282;1810;1810;1072
30283;5427;5427;2177
30284;5658;5658;2683
30285;4018;4018;271
30286;3938;3938;3541
30287;3306;3306;3055
30288;3108;3108;39
30289;4640;4640;3619
30290;5552;5552;3614
30291;3087;3087;4592
30292;3677;3677;597
30293;1898;1898;194
30294;4867;4867;1641
30295;3775;3775;1203
30296;6125;6125;2244
30297;4367;4367;2361
30298;1903;1903;763
30299;5272;5272;935
30300;3156;3156;4653
30301;2833;2833;4458
30302;4469;4469;1762
30303;1725;1725;4123
30304;4228;4228;4122
30305;2383;2383;2870
30306;5999;5999;1177
30307;5541;5541;1163
30308;5545;5545;964
30309;2608;2608;1154
30310;5533;5533;529
30311;4785;4785;955
30312;5622;5622;1352
30313;3007;3007;1684
30314;2619;2619;4656
30315;3379;3379;934
30316;5985;5985;2277
30317;4427;4427;17
30318;1307;1307;3919
30319;5805;5805;2711
30320;2158;2158;4288
30321;2134;2134;2686
30322;4993;4993;3976
30323;4226;4226;281
30324;3488;3488;707
30325;2156;2156;116
30326;3944;3944;55
30327;5342;5342;4263
30328;3059;3059;960
30329;2673;2673;3235
30330;6197;6197;1383
30331;2388;2388;1623
30332;5991;5991;3477
30333;4623;4623;4480
30334;5212;5212;1069
30335;6033;6033;1719
30336;4624;4624;2026
30337;2284;2284;3933
30338;5468;5468;3583
30339;5741;5741;467
30340;5768;5768;4153
30341;5555;5555;4587
30342;2313;2313;1745
30343;1721;1721;399
30344;4164;4164;1195
30345;2551;2551;1925
30346;5460;5460;4689
30347;2573;2573;2411
30348;1865;1865;1316
30349;4316;4316;3434
30350;2863;2863;3767
30351;3342;3342;3958
30352;4591;4591;1155
30353;4816;4816;3427
30354;1818;1818;4182
30355;3723;3723;364
30356;5352;5352;390
30357;5680;5680;4040
30358;2857;2857;3771
30359;1821;1821;790
30360;4397;4397;599
30361;5280;5280;2098
30362;2243;2243;1998
30363;4252;4252;1270
30364;4935;4935;43
30365;1414;1414;4322
30366;5164;5164;4167
30367;1335;1335;1747
30368;2768;2768;2319
30369;1324;1324;4767
30370;5230;5230;895
30371;4700;4700;1521
30372;5608;5608;1962
30373;3513;3513;4061
30374;4039;4039;2552
30375;5643;5643;166
30376;1310;1310;1213
30377;6261;6261;756
30378;3478;3478;3542
30379;5339;5339;1351
30380;4610;4610;124
30381;5685;5685;4555
30382;4717;4717;456
30383;1900;1900;3194
30384;1474;1474;3924
30385;2362;2362;1478
30386;2974;2974;4206
30387;6148;6148;3657
30388;1569;1569;4464
30389;4036;4036;1173
30390;1600;1600;4999
30391;5461;5461;872
30392;2212;2212;2525
30393;1682;1682;374
30394;2021;2021;4504
30395;4946;4946;728
30396;1756;1756;4950
30397;2207;2207;1489
30398;4697;4697;3596
30399;4531;4531;597
30400;5730;5730;953
30401;5822;5822;1356
30402;5556;5556;1565
30403;1972;1972;125
30404;2955;2955;806
30405;5963;5963;1686
30406;6158;6158;4571
30407;1873;1873;114
30408;3250;3250;2627
30409;5218;5218;2556
30410;2209;2209;1501
30411;3022;3022;514
30412;3958;3958;4071
30413;4927;4927;8
30414;5258;5258;1854
30415;3187;3187;25
30416;1883;1883;1500
30417;5787;5787;4013
30418;2405;2405;578
30419;3295;3295;904
30420;1599;1599;1800
30421;2029;2029;3141
30422;2857;2857;193
30423;6179;6179;4451
30424;3591;3591;448
30425;5375;5375;3465
30426;2950;2950;333
30427;6146;6146;2010
30428;4558;4558;2311
30429;3850;3850;4607
30430;5790;5790;2789
30431;4776;4776;4845
30432;2858;2858;2252
30433;3407;3407;306
30434;4861;4861;4127
30435;5676;5676;2667
30436;5659;5659;3435
30437;2153;2153;4373
30438;6186;6186;2045
30439;2247;2247;4629
30440;2543;2543;4793
30441;2914;2914;643
30442;6019;6019;4172
30443;2355;2355;3504
30444;2994;2994;336
30445;2815;2815;2777
30446;6177;6177;4660
30447;3395;3395;44
30448;2155;2155;1270
30449;3139;3139;3560
30450;2065;2065;3476
30451;4496;4496;308
30452;2946;2946;1805
30453;3313;3313;4627
30454;4962;4962;4738
30455;1384;1384;2561
30456;5589;5589;4104
30457;4615;4615;755
30458;4038;4038;3429
30459;3988;3988;1633
30460;2094;2094;1125
30461;2944;2944;2423
30462;1895;1895;2712
30463;5249;5249;3911
30464;4048;4048;55
30465;2186;2186;2100
30466;3466;3466;1012
30467;4638;4638;4624
30468;5933;5933;1812
30469;1584;1584;3686
30470;5310;5310;642
30471;2616;2616;1627
30472;2685;2685;968
30473;2639;2639;3600
30474;4224;4224;314
30475;5971;5971;1141
30476;3501;3501;2403
30477;5411;5411;4090
30478;2940;2940;3961
30479;2783;2783;1212
30480;5018;5018;3880
30481;1617;1617;753
30482;3929;3929;2977
30483;1562;1562;437
30484;3907;3907;1635
30485;5292;5292;3470
30486;2081;2081;1866
30487;1530;1530;4567
30488;2118;2118;3571
30489;4860;4860;4008
30490;2313;2313;203
30491;5390;5390;35
30492;4444;4444;2212
30493;5996;5996;1340
30494;5216;5216;799
30495;4386;4386;3806
30496;2527;2527;4965
30497;4696;4696;4705
30498;2251;2251;1830
30499;4432;4432;398
30500;5886;5886;2624
30501;2981;2981;1713
30502;3468;3468;4952
30503;2774;2774;1746
30504;1311;1311;3231
30505;5137;5137;4919
30506;3641;3641;3410
30507;4978;4978;1745
30508;2907;2907;527
30509;4466;4466;3945
30510;1882;1882;4732
30511;5676;5676;4480
30512;3779;3779;3232
30513;4686;4686;941
30514;3163;3163;1979
30515;5975;5975;1106
30516;4693;4693;1225
30517;5550;5550;4898
30518;2266;2266;4252
30519;2874;2874;3914
30520;5685;5685;2754
30521;2802;2802;3114
30522;3563;3563;1094
30523;4279;4279;2065
30524;4291;4291;1481
30525;4185;4185;1091
30526;3349;3349;597
30527;4395;4395;626
30528;4438;4438;3169
30529;3258;3258;4114
30530;5257;5257;1507
30531;3193;3193;4665
30532;4209;4209;702
30533;5231;5231;2207
30534;3878;3878;561
30535;5620;5620;2178
30536;5600;5600;633
30537;3194;3194;1201
30538;4813;4813;3794
30539;2931;2931;1713
30540;3323;3323;2350
30541;2290;2290;3447
30542;5703;5703;1702
30543;4900;4900;4579
30544;6100;6100;1190
30545;4500;4500;2960
30546;3620;3620;4932
30547;4244;4244;1301
30548;5288;5288;4784
30549;5245;5245;924
30550;2925;2925;1421
30551;1516;1516;1657
30552;1825;1825;1833
30553;3176;3176;915
30554;1269;1269;2012
30555;2994;2994;3705
30556;3293;3293;1903
30557;4419;4419;730
30558;6080;6080;635
30559;3045;3045;2533
30560;3173;3173;969
30561;4793;4793;4925
30562;2227;2227;3930
30563;3048;3048;1561
30564;6067;6067;4384
30565;5633;5633;1952
30566;2630;2630;2828
30567;3898;3898;439
30568;2092;2092;619
30569;5787;5787;3024
30570;2530;2530;4465
30571;4982;4982;3997
30572;4460;4460;1928
30573;5374;5374;1119
30574;3973;3973;1653
30575;1551;1551;3851
30576;5091;5091;3486
30577;1275;1275;802
30578;3136;3136;1377
30579;4673;4673;4393
30580;3499;3499;1910
30581;2139;2139;648
30582;3519;3519;4875
30583;1382;1382;3446
30584;1622;1622;2202
30585;4372;4372;3821
30586;3277;3277;1429
30587;2863;2863;3363
30588;5134;5134;164
30589;4303;4303;2032
30590;4681;4681;887
30591;1423;1423;2752
30592;2205;2205;3015
30593;2029;2029;1628
30594;3406;3406;508
30595;5023;5023;1187
30596;5611;5611;1390
30597;4150;4150;2727
30598;1930;1930;2546
30599;4435;4435;4663
30600;1632;1632;3333
30601;2035;2035;2739
30602;3219;3219;1584
30603;4489;4489;931
30604;2846;2846;1874
30605;2073;2073;3730
30606;2743;2743;2728
30607;2918;2918;1667
30608;5343;5343;942
30609;5876;5876;510
30610;2500;2500;1138
30611;3037;3037;1652
30612;2822;2822;2277
30613;5737;5737;2157
30614;4845;4845;156
30615;1773;1773;3468
30616;1591;1591;1721
30617;1280;1280;79
30618;5651;5651;3172
30619;3106;3106;4204
30620;4685;4685;2129
30621;6081;6081;4737
30622;2654;2654;4074
30623;2444;2444;2163
30624;2347;2347;4308
30625;6248;6248;4510
30626;2104;2104;4097
30627;4307;4307;3196
30628;1699;1699;4951
30629;2129;2129;4451
30630;6198;6198;2193
30631;3407;3407;1472
30632;1480;1480;3243
30633;5929;5929;1128
30634;4231;4231;3146
30635;4259;4259;1049
30636;6198;6198;852
30637;6008;6008;1658
30638;1272;1272;3047
30639;4361;4361;3957
30640;3989;3989;869
30641;3382;3382;3756
30642;2715;2715;3487
30643;5348;5348;4480
30644;5929;5929;458
30645;3540;3540;2105
30646;2651;2651;1247
30647;1394;1394;3591
30648;4527;4527;4601
30649;5859;5859;2062
30650;5464;5464;774
30651;6057;6057;180
30652;2854;2854;1759
30653;1804;1804;3789
30654;2157;2157;4230
30655;1613;1613;1564
30656;4243;4243;865
30657;4787;4787;2142
30658;4242;4242;2100
30659;4500;4500;2682
30660;3063;3063;1845
30661;6120;6120;589
30662;4520;4520;224
30663;3001;3001;3803
30664;2956;2956;894
30665;1383;1383;1447
30666;4311;4311;1018
30667;1962;1962;3668
30668;2953;2953;2607
30669;2878;2878;3857
30670;5307;5307;3912
30671;1933;1933;1509
30672;3799;3799;1072
30673;1528;1528;4219
30674;3938;3938;2614
30675;4053;4053;2512
30676;4155;4155;2963
30677;1370;1370;2410
30678;1957;1957;4593
30679;1992;1992;363
30680;5299;5299;3070
30681;3537;3537;2033
30682;5672;5672;3815
30683;1370;1370;4739
30684;5405;5405;1613
30685;5328;5328;4489
30686;3050;3050;1274
30687;1993;1993;4724
30688;5697;5697;157
30689;1441;1441;4969
30690;3121;3121;3612
30691;3103;3103;4161
30692;1719;1719;1953
30693;3272;3272;4574
30694;3179;3179;3896
30695;2283;2283;1634
30696;2765;2765;4002
30697;5907;5907;323
30698;2973;2973;1899
30699;2637;2637;1399
30700;4049;4049;1737
30701;1639;1639;2435
30702;6235;6235;565
30703;1551;1551;178
30704;5625;5625;4930
30705;2194;2194;2367
30706;4250;4250;4176
30707;2552;2552;1658
30708;1464;1464;4497
30709;4434;4434;162
30710;4427;4427;2448
30711;2497;2497;3650
30712;5188;5188;1187
30713;4330;4330;4725
30714;3546;3546;4009
30715;2760;2760;622
30716;3640;3640;835
30717;2747;2747;4032
30718;1463;1463;1374
30719;2425;2425;4634
30720;4089;4089;3804
30721;2369;2369;4461
30722;4353;4353;2730
30723;4011;4011;219
30724;2662;2662;3698
30725;4520;4520;3708
30726;2209;2209;3348
30727;5410;5410;2665
30728;5528;5528;507
30729;5858;5858;2363
30730;5544;5544;4992
30731;2168;2168;3852
30732;2420;2420;4179
30733;4521;4521;2186
30734;4283;4283;2844
30735;1927;1927;4163
30736;5492;5492;528
30737;3601;3601;1684
30738;1792;1792;1610
30739;3228;3228;1285
30740;5760;5760;1277
30741;1987;1987;635
30742;5112;5112;577
30743;1768;1768;3675
30744;2854;2854;464
30745;3834;3834;2797
30746;4335;4335;2468
30747;2152;2152;2016
30748;6036;6036;4604
30749;1971;1971;4032
30750;2096;2096;2222
30751;4754;4754;2212
30752;2637;2637;738
30753;2847;2847;4990
30754;5006;5006;2476
30755;2413;2413;2061
30756;4143;4143;4150
30757;5662;5662;4280
30758;2446;2446;1055
30759;4882;4882;458
30760;5301;5301;1799
30761;3384;3384;1621
30762;3122;3122;1443
30763;5287;5287;1277
30764;2335;2335;1033
30765;1550;1550;2043
30766;1684;1684;4346
30767;5055;5055;3123
30768;4939;4939;1322
30769;3948;3948;2313
30770;3798;3798;4795
30771;2131;2131;3608
30772;6117;6117;1353
30773;2386;2386;4380
30774;1761;1761;1737
30775;4329;4329;876
30776;3560;3560;2917
30777;5770;5770;3238
30778;2295;2295;2311
30779;5023;5023;2661
30780;5033;5033;2124
30781;1478;1478;3565
30782;2189;2189;3418
30783;5368;5368;3134
30784;2796;2796;3586
30785;5025;5025;3054
30786;4755;4755;2308
30787;3218;3218;2279
30788;4447;4447;4582
30789;2315;2315;252
30790;4885;4885;1292
30791;4219;4219;716
30792;1359;1359;2171
30793;2999;2999;2060
30794;4790;4790;4364
30795;3388;3388;2935
30796;4639;4639;4561
30797;4509;4509;169
30798;1280;1280;2443
30799;2372;2372;3711
30800;3383;3383;4622
30801;5824;5824;3352
30802;2010;2010;1967
30803;3109;3109;3788
30804;1489;1489;4216
30805;5864;5864;254
30806;3402;3402;263
30807;3501;3501;2980
30808;1655;1655;3322
30809;5207;5207;1875
30810;4657;4657;1605
30811;2666;2666;2508
30812;2776;2776;116
30813;2979;2979;3569
30814;4415;4415;3662
30815;2189;2189;2163
30816;5527;5527;1211
30817;1529;1529;561
30818;4768;4768;2702
30819;5193;5193;3459
30820;2736;2736;4113
30821;3844;3844;4014
30822;5326;5326;3656
30823;2894;2894;4545
30824;1846;1846;1805
30825;3590;3590;977
30826;4645;4645;2349
30827;2764;2764;4042
30828;2264;2264;3357
30829;4125;4125;3921
30830;1857;1857;1593
30831;2592;2592;4384
30832;3317;3317;2402
30833;2909;2909;4478
30834;2364;2364;3696
30835;5696;5696;2983
30836;4361;4361;4219
30837;3171;3171;584
30838;5128;5128;2265
30839;5735;5735;1315
30840;5324;5324;3096
30841;5804;5804;992
30842;1732;1732;586
30843;3688;3688;4455
30844;2346;2346;41
30845;2475;2475;1488
30846;4062;4062;29
30847;4889;4889;4328
30848;6146;6146;2694
30849;4606;4606;2924
30850;2122;2122;4353
30851;4317;4317;634
30852;4678;4678;3106
30853;2869;2869;2069
30854;2526;2526;2956
30855;3949;3949;2121
30856;2867;2867;4772
30857;3585;3585;590
30858;5266;5266;56
30859;4048;4048;1480
30860;5598;5598;4056
30861;2974;2974;143
30862;1933;1933;2212
30863;4413;4413;4526
30864;2597;2597;549
30865;2439;2439;2316
30866;2953;2953;1224
30867;1418;1418;4820
30868;3289;3289;556
30869;5086;5086;1775
30870;5690;5690;4510
30871;1463;1463;1107
30872;2314;2314;1166
30873;5339;5339;4173
30874;4536;4536;4629
30875;2293;2293;1218
30876;6218;6218;1315
30877;3125;3125;298
30878;1606;1606;2038
30879;2048;2048;4988
30880;1935;1935;65
30881;2556;2556;3485
30882;4255;4255;2332
30883;2292;2292;538
30884;3759;3759;3122
30885;5328;5328;3510
30886;2116;2116;3137
30887;3375;3375;3931
30888;2481;2481;2783
30889;3294;3294;1935
30890;5841;5841;2097
30891;2687;2687;3078
30892;3606;3606;458
30893;1582;1582;4122
30894;5538;5538;3936
30895;1936;1936;3650
30896;3729;3729;1520
30897;1296;1296;3844
30898;4260;4260;1470
30899;3942;3942;3073
30900;3306;3306;3235
30901;2897;2897;4341
30902;1357;1357;1583
30903;1827;1827;155
30904;4721;4721;1536
30905;2014;2014;1795
30906;1720;1720;4649
30907;6245;6245;3398
30908;4472;4472;1343
30909;2614;2614;4846
30910;1305;1305;3401
30911;3169;3169;2458
30912;5216;5216;48
30913;2239;2239;1955
30914;4557;4557;1917
30915;4136;4136;1284
30916;5322;5322;3903
30917;4644;4644;2265
30918;2773;2773;3566
30919;3514;3514;4877
30920;2893;2893;4669
30921;1745;1745;3612
30922;1808;1808;1841
30923;2328;2328;4935
30924;5214;5214;2769
30925;3232;3232;1883
30926;4049;4049;3970
30927;2989;2989;3116
30928;2246;2246;388
30929;4332;4332;24
30930;5653;5653;2452
30931;3395;3395;385
30932;4372;4372;4263
30933;3788;3788;2500
30934;2965;2965;2872
30935;1990;1990;312
30936;5829;5829;3412
30937;5807;5807;1999
30938;5681;5681;2869
30939;5770;5770;3010
30940;2088;2088;1292
30941;6218;6218;182
30942;4664;4664;2889
30943;1648;1648;360
30944;1997;1997;2741
30945;6231;6231;2732
30946;5824;5824;4957
30947;2624;2624;4526
30948;5559;5559;3559
30949;4835;4835;481
30950;6167;6167;2816
30951;4345;4345;1413
30952;4149;4149;4662
30953;5496;5496;1747
30954;3633;3633;4675
30955;4256;4256;3269
30956;4693;4693;3389
30957;3033;3033;3939
30958;2687;2687;2307
30959;3165;3165;4431
30960;1659;1659;2631
30961;5364;5364;284
30962;2838;2838;3661
30963;4656;4656;3563
30964;4280;4280;222
30965;5225;5225;4191
30966;3182;3182;2497
30967;3267;3267;2081
30968;5828;5828;1628
30969;5541;5541;1720
30970;3565;3565;4306
30971;3042;3042;7
30972;3097;3097;3625
30973;2135;2135;1392
30974;4004;4004;4582
30975;3613;3613;2913
30976;3676;3676;1965
30977;1866;1866;1781
30978;5267;5267;2282
30979;2789;2789;493
30980;2305;2305;4446
30981;2355;2355;4196
30982;1924;1924;316
30983;5468;5468;4518
30984;3766;3766;1944
30985;5678;5678;1991
30986;2705;2705;750
30987;2831;2831;1155
30988;1923;1923;2005
30989;2028;2028;4718
30990;1830;1830;188
30991;5096;5096;2972
30992;2796;2796;3947
30993;5852;5852;3252
30994;2478;2478;4334
30995;5695;5695;2314
30996;5194;5194;4142
30997;2269;2269;2773
30998;5577;5577;4840
30999;4536;4536;4548
31000;4141;4141;4968
31001;3325;3325;1277
31002;2030;2030;3970
31003;2573;2573;3447
31004;1563;1563;4193
31005;2554;2554;809
31006;2995;2995;2621
31007;6257;6257;679
31008;2671;2671;4637
31009;2597;2597;1877
31010;2261;2261;70
31011;5033;5033;4134
31012;3626;3626;3344
31013;4847;4847;4948
31014;4063;4063;3113
31015;2100;2100;3623
31016;1992;1992;4414
31017;2602;2602;1772
31018;2647;2647;4060
31019;2981;2981;4485
31020;5837;5837;1066
31021;5129;5129;4611
31022;5128;5128;2243
31023;1953;1953;2013
31024;5898;5898;3597
31025;3149;3149;628
31026;5355;5355;4050
31027;1328;1328;3081
31028;4913;4913;2671
31029;4784;4784;883
31030;3765;3765;4691
31031;1566;1566;2327
31032;5445;5445;2575
31033;5738;5738;2389
31034;4274;4274;1095
31035;2198;2198;573
31036;2559;2559;2557
31037;3533;3533;1682
31038;4103;4103;2185
31039;1479;1479;486
31040;4844;4844;1311
31041;1986;1986;4079
31042;3548;3548;4374
31043;5566;5566;744
31044;6136;6136;174
31045;4434;4434;225
31046;5285;5285;3250
31047;1732;1732;2374
31048;4175;4175;3425
31049;4186;4186;512
31050;2186;2186;3171
31051;3278;3278;4501
31052;4109;4109;3866
31053;3308;3308;563
31054;4634;4634;4376
31055;3699;3699;3767
31056;1400;1400;4516
31057;2111;2111;2224
31058;4199;4199;308
31059;5413;5413;1112
31060;3053;3053;3658
31061;5706;5706;1961
31062;5393;5393;2973
31063;2642;2642;3093
31064;2937;2937;2974
31065;2887;2887;1318
31066;4091;4091;3559
31067;4069;4069;4446
31068;5902;5902;4732
31069;3015;3015;966
31070;4867;4867;1727
31071;1532;1532;4858
31072;1300;1300;614
31073;1872;1872;1839
31074;3741;3741;3565
31075;5715;5715;91
31076;1688;1688;1876
31077;4658;4658;751
31078;4250;4250;2789
31079;3515;3515;1208
31080;4779;4779;463
31081;2558;2558;3568
31082;5291;5291;3242
31083;1822;1822;2772
31084;1976;1976;4600
31085;1795;1795;4798
31086;3259;3259;2018
31087;1998;1998;387
31088;3502;3502;1895
31089;3316;3316;3758
31090;3526;3526;3193
31091;3952;3952;721
31092;3027;3027;762
31093;4692;4692;1586
31094;5432;5432;757
31095;2727;2727;4494
31096;5706;5706;3335
31097;1870;1870;2301
31098;6070;6070;4390
31099;1268;1268;4786
31100;2540;2540;2490
31101;5787;5787;4919
31102;5498;5498;2755
31103;3409;3409;2901
31104;5306;5306;2519
31105;5959;5959;4833
31106;5841;5841;2190
31107;5039;5039;1972
31108;5765;5765;4127
31109;1760;1760;1500
31110;4190;4190;2495
31111;3406;3406;2221
31112;1421;1421;4432
31113;4686;4686;4885
31114;2008;2008;4944
31115;5228;5228;3596
31116;4129;4129;3008
31117;3864;3864;3101
31118;5210;5210;3889
31119;6230;6230;2073
31120;2401;2401;254
31121;3460;3460;4664
31122;1461;1461;4791
31123;1349;1349;3035
31124;5975;5975;2381
31125;3649;3649;2061
31126;3771;3771;510
31127;4214;4214;3539
31128;4320;4320;2989
31129;4116;4116;572
31130;5308;5308;917
31131;5295;5295;769
31132;5676;5676;1126
31133;3139;3139;1013
31134;2852;2852;166
31135;1591;1591;4030
31136;5632;5632;1021
31137;4257;4257;1144
31138;5260;5260;3642
31139;5719;5719;3975
31140;1652;1652;1384
31141;2293;2293;3106
31142;5613;5613;2899
31143;3545;3545;465
31144;2324;2324;3973
31145;5129;5129;1070
31146;3125;3125;2195
31147;5441;5441;512
31148;2430;2430;3132
31149;2541;2541;867
31150;5867;5867;601
31151;6187;6187;4573
31152;6119;6119;1284
31153;3723;3723;225
31154;5167;5167;4035
31155;5688;5688;3469
31156;3945;3945;1736
31157;5807;5807;3198
31158;3196;3196;3438
31159;3798;3798;2565
31160;5650;5650;2573
31161;3482;3482;3501
31162;5153;5153;915
31163;4564;4564;154
31164;5612;5612;169
31165;4588;4588;2260
31166;5145;5145;1218
31167;3737;3737;1170
31168;2309;2309;663
31169;3062;3062;1024
31170;3873;3873;2721
31171;1499;1499;4639
31172;1656;1656;1341
31173;2816;2816;4
31174;4966;4966;2900
31175;1299;1299;2116
31176;6210;6210;922
31177;4648;4648;4481
31178;3643;3643;1214
31179;4784;4784;421
31180;3331;3331;6
31181;5620;5620;3796
31182;4198;4198;1923
31183;3216;3216;3363
31184;4095;4095;4642
31185;5818;5818;3303
31186;3757;3757;1990
31187;2600;2600;1347
31188;3711;3711;4632
31189;1686;1686;561
31190;4992;4992;4743
31191;2984;2984;3088
31192;3063;3063;2759
31193;3720;3720;3809
31194;1619;1619;2427
31195;1758;1758;4284
31196;1711;1711;3338
31197;3214;3214;4802
31198;2396;2396;4162
31199;2637;2637;1979
31200;5623;5623;1524
31201;4564;4564;3548
31202;3541;3541;3304
31203;2556;2556;646
31204;2774;2774;4785
31205;5879;5879;2519
31206;3421;3421;2668
31207;1713;1713;3892
31208;5828;5828;2147
31209;6138;6138;21
31210;2371;2371;3319
31211;4240;4240;4972
31212;1937;1937;3938
31213;4710;4710;662
31214;2312;2312;793
31215;3718;3718;1738
31216;1767;1767;43
31217;2571;2571;4122
31218;3007;3007;372
31219;4414;4414;3168
31220;5518;5518;3379
31221;2624;2624;1921
31222;5425;5425;882
31223;2353;2353;3655
31224;5052;5052;2817
31225;5665;5665;2533
31226;3037;3037;209
31227;5532;5532;4278
31228;2677;2677;2231
31229;2182;2182;2252
31230;2117;2117;1879
31231;4757;4757;4952
31232;5969;5969;4151
31233;4961;4961;4840
31234;1502;1502;2111
31235;4235;4235;2508
31236;4759;4759;2387
31237;2825;2825;4055
31238;3277;3277;4332
31239;1995;1995;3317
31240;5278;5278;2320
31241;5314;5314;2510
31242;2601;2601;4069
31243;4397;4397;4433
31244;4294;4294;2696
31245;1949;1949;2433
31246;4385;4385;794
31247;2529;2529;2385
31248;3679;3679;3238
31249;4176;4176;4127
31250;1327;1327;4150
31251;4796;4796;4482
31252;2535;2535;901
31253;4473;4473;902
31254;2821;2821;2733
31255;2571;2571;3156
31256;3791;3791;1218
31257;4149;4149;845
31258;3996;3996;2373
31259;2910;2910;1604
31260;6023;6023;3893
31261;3398;3398;4407
31262;1506;1506;4406
31263;5362;5362;3609
31264;1318;1318;293
31265;4578;4578;598
31266;5371;5371;2237
31267;3110;3110;2415
31268;4046;4046;720
31269;5294;5294;4698
31270;2720;2720;4662
31271;4633;4633;4380
31272;5240;5240;3639
31273;2358;2358;4634
31274;1787;1787;4493
31275;5557;5557;2416
31276;3389;3389;1586
31277;4888;4888;3149
31278;4375;4375;1230
31279;5049;5049;3824
31280;2456;2456;4169
31281;4467;4467;2379
31282;1443;1443;4737
31283;3009;3009;1204
31284;2594;2594;1931
31285;3794;3794;1159
31286;4726;4726;4143
31287;2135;2135;1788
31288;2450;2450;1296
31289;3365;3365;736
31290;2159;2159;4587
31291;5439;5439;1800
31292;2432;2432;2385
31293;4055;4055;1157
31294;4452;4452;2764
31295;4402;4402;1342
31296;5590;5590;2511
31297;1526;1526;4338
31298;5826;5826;3730
31299;4778;4778;2321
31300;5262;5262;2445
31301;6234;6234;2418
31302;4733;4733;2810
31303;6153;6153;2912
31304;5945;5945;1721
31305;1768;1768;399
31306;4836;4836;4948
31307;5560;5560;2760
31308;5858;5858;4592
31309;4855;4855;985
31310;3015;3015;4274
31311;2210;2210;896
31312;2084;2084;4338
31313;3662;3662;2283
31314;6191;6191;1406
31315;2883;2883;1857
31316;4779;4779;2672
31317;3876;3876;289
31318;5459;5459;903
31319;4301;4301;2045
31320;3327;3327;964
31321;2983;2983;257
31322;2120;2120;3228
31323;4894;4894;1398
31324;3977;3977;374
31325;5094;5094;1846
31326;5951;5951;1612
31327;1865;1865;4287
31328;2808;2808;3566
31329;3910;3910;781
31330;4086;4086;3461
31331;2465;2465;1702
31332;5596;5596;4089
31333;1675;1675;3941
31334;1322;1322;1756
31335;2939;2939;3557
31336;5923;5923;1286
31337;2600;2600;2178
31338;5969;5969;2545
31339;4942;4942;1237
31340;5692;5692;3133
31341;4262;4262;23
31342;2194;2194;4242
31343;5721;5721;2807
31344;1617;1617;3030
31345;3298;3298;3037
31346;3471;3471;2997
31347;2663;2663;2966
31348;4249;4249;1671
31349;4562;4562;1445
31350;2636;2636;4601
31351;1503;1503;4804
31352;3003;3003;3721
31353;4257;4257;680
31354;3390;3390;793
31355;1350;1350;2601
31356;5610;5610;4023
31357;2599;2599;2995
31358;3457;3457;1418
31359;6036;6036;344
31360;5092;5092;2191
31361;3217;3217;1827
31362;5502;5502;4877
31363;2294;2294;3225
31364;3864;3864;3135
31365;2678;2678;1585
31366;2248;2248;4774
31367;2918;2918;4775
31368;2520;2520;3
31369;1812;1812;2710
31370;1707;1707;2163
31371;1941;1941;1115
31372;2013;2013;2781
31373;1451;1451;3330
31374;5728;5728;2325
31375;5980;5980;4596
31376;2563;2563;818
31377;3799;3799;4766
31378;4319;4319;972
31379;2803;2803;4859
31380;3440;3440;1453
31381;2546;2546;3334
31382;4679;4679;4706
31383;2178;2178;4745
31384;5381;5381;3303
31385;2645;2645;3390
31386;3372;3372;82
31387;3980;3980;4985
31388;2385;2385;4213
31389;2654;2654;3356
31390;3971;3971;2565
31391;1631;1631;4628
31392;3211;3211;2271
31393;5502;5502;4298
31394;2451;2451;3923
31395;2199;2199;4151
31396;3821;3821;3324
31397;5319;5319;452
31398;5318;5318;1188
31399;4917;4917;1240
31400;6215;6215;3981
31401;3801;3801;2377
31402;1725;1725;615
31403;2706;2706;561
31404;4825;4825;517
31405;1347;1347;3257
31406;1414;1414;3550
31407;4072;4072;2813
31408;5657;5657;4831
31409;5565;5565;4190
31410;3552;3552;34
31411;4410;4410;4695
31412;3511;3511;1276
31413;2652;2652;609
31414;5640;5640;641
31415;3110;3110;2082
31416;1790;1790;95
31417;3922;3922;4900
31418;5282;5282;212
31419;5615;5615;4328
31420;1905;1905;1403
31421;3057;3057;3365
31422;2786;2786;2416
31423;4223;4223;1063
31424;4952;4952;3556
31425;1825;1825;142
31426;4500;4500;2692
31427;1508;1508;4241
31428;5306;5306;1089
31429;5524;5524;468
31430;1284;1284;4600
31431;5562;5562;1726
31432;6107;6107;1591
31433;3672;3672;2408
31434;5183;5183;1528
31435;6182;6182;4725
31436;2504;2504;1625
31437;2911;2911;2718
31438;2898;2898;3155
31439;3417;3417;1929
