ID_akcija;datum;POPULACIJE_ID_populacije;TIPOVI_AKCIJA_ID_tipa_akcije;TIMOVI_ID_tima;REZERVOARI_ID_rezervoara
17877;2020-04-05;18648;6;148;508
17878;2022-02-28;25436;1;291;277
17879;2022-10-14;8183;1;6;153
17880;2021-02-23;26922;3;153;
17881;2021-08-01;17721;2;38;
17882;2023-11-21;4778;5;296;
17883;2020-07-02;49081;2;428;
17884;2023-01-05;46876;2;29;
17885;2020-03-10;30902;3;498;
17886;2021-02-06;12925;1;206;92
17887;2023-01-24;42934;1;38;263
17888;2022-01-11;5881;6;60;
17889;2023-03-25;29341;1;435;259
17890;2020-11-19;33918;4;439;311
17891;2022-09-11;38009;5;368;21
17892;2021-03-02;23475;6;203;569
17893;2023-03-31;31197;1;184;789
17894;2021-01-27;41628;6;455;
17895;2021-06-22;47445;2;12;
17896;2023-09-06;40534;5;154;
17897;2022-10-06;25177;3;10;662
17898;2022-07-04;20524;1;454;11
17899;2022-11-03;18642;1;2;734
17900;2021-10-19;47479;1;230;
17901;2020-07-21;48537;7;135;873
17902;2021-01-14;27522;2;95;604
17903;2022-02-20;17644;5;2;
17904;2023-08-19;32370;5;131;428
17905;2022-04-19;40344;2;277;139
17906;2023-10-13;34926;4;127;239
17907;2022-11-09;39760;1;484;267
17908;2020-12-15;381;3;441;393
17909;2020-09-23;47990;1;392;
17910;2021-10-20;39696;4;105;
17911;2023-02-05;41516;2;181;974
17912;2020-03-15;38145;7;271;177
17913;2023-04-26;33585;5;61;726
17914;2020-04-18;628;1;432;
17915;2020-12-30;635;6;356;876
17916;2023-03-03;45953;6;294;
17917;2023-12-05;11472;1;31;
17918;2021-04-02;16179;3;90;357
17919;2021-07-29;39741;7;88;
17920;2023-02-15;44554;5;179;643
17921;2020-12-25;3044;7;246;352
17922;2023-07-12;33606;4;124;
17923;2020-10-11;37805;6;384;
17924;2022-02-12;33316;1;240;505
17925;2020-07-12;44186;4;187;877
17926;2023-03-31;10326;1;45;308
17927;2023-02-27;24191;4;70;77
17928;2023-02-13;49904;1;140;233
17929;2023-09-01;14;3;223;
17930;2022-07-29;34555;5;111;417
17931;2022-07-16;17189;4;400;369
17932;2023-05-19;33365;6;326;849
17933;2021-04-19;26632;2;491;
17934;2021-07-09;29515;4;95;
17935;2020-06-08;32574;6;119;127
17936;2023-05-30;33222;6;495;934
17937;2021-10-18;34743;5;124;
17938;2022-08-21;17775;7;60;353
17939;2022-12-30;5071;4;298;945
17940;2020-10-21;11471;7;161;133
17941;2023-09-04;13825;1;391;801
17942;2022-01-10;16302;2;17;
17943;2021-07-18;25463;2;257;845
17944;2023-06-29;35218;3;280;598
17945;2023-06-26;21997;3;145;
17946;2020-06-16;36818;7;112;
17947;2021-03-22;23065;1;469;
17948;2020-11-14;46888;6;228;
17949;2023-01-01;21467;5;278;
17950;2020-01-15;39665;4;93;602
17951;2020-08-06;26409;5;345;481
17952;2023-03-14;23802;4;218;163
17953;2020-03-06;31423;1;74;980
17954;2022-08-28;44989;3;64;606
17955;2022-11-09;622;5;352;239
17956;2022-11-08;13534;4;455;
17957;2022-10-31;21993;2;2;
17958;2022-10-03;41628;5;59;627
17959;2022-04-02;49929;1;466;
17960;2023-10-14;25746;6;189;774
17961;2023-05-20;28537;1;434;871
17962;2020-12-18;16964;2;75;
17963;2021-06-13;574;7;370;
17964;2021-02-07;20706;2;108;843
17965;2021-07-22;30460;7;33;945
17966;2021-12-29;4665;1;190;804
17967;2020-10-17;37027;5;179;767
17968;2023-10-14;12122;6;438;30
17969;2021-07-21;45986;1;88;113
17970;2020-12-17;2663;6;268;
17971;2021-02-02;21279;5;464;377
17972;2023-05-06;18814;3;423;402
17973;2022-03-12;33047;3;321;49
17974;2022-09-25;16274;4;370;683
17975;2023-02-09;2604;6;273;690
17976;2023-02-15;38122;6;337;574
17977;2021-10-08;32715;7;122;
17978;2021-05-31;25957;2;188;
17979;2021-05-04;26351;6;219;767
17980;2020-10-16;25595;1;428;
17981;2021-05-12;37609;5;103;346
17982;2023-04-02;89;1;337;716
17983;2020-10-28;44031;5;5;134
17984;2022-11-12;21215;6;386;852
17985;2023-06-06;33234;6;445;35
17986;2022-02-21;36112;7;356;411
17987;2021-07-12;33039;4;431;
17988;2022-04-14;49478;1;379;87
17989;2022-12-10;5290;1;261;
17990;2022-04-24;9152;4;34;
17991;2023-08-11;40742;4;119;
17992;2022-03-10;24034;5;30;37
17993;2023-06-23;49531;6;498;
17994;2023-10-07;9056;7;27;
17995;2020-08-10;21607;5;70;
17996;2021-02-22;45584;3;102;986
17997;2023-11-30;17105;6;75;733
17998;2020-12-19;29664;6;415;231
17999;2023-04-04;35465;2;99;262
18000;2023-12-18;7005;5;262;544
18001;2022-12-03;37708;6;75;840
18002;2021-07-20;42575;6;490;214
18003;2021-05-12;3180;5;192;475
18004;2020-12-03;20929;6;366;101
18005;2020-06-25;28910;1;430;
18006;2022-09-11;42885;2;476;475
18007;2021-05-15;9279;3;470;275
18008;2020-03-20;30606;3;142;370
18009;2022-08-21;41950;6;306;
18010;2020-02-26;32160;6;257;246
18011;2023-06-10;10039;6;72;180
18012;2022-07-06;43126;5;197;878
18013;2023-12-13;45429;6;93;850
18014;2022-12-02;2509;3;422;237
18015;2021-11-11;20163;1;423;69
18016;2021-05-14;7240;6;119;
18017;2022-06-02;47057;1;325;
18018;2022-05-31;44605;7;119;
18019;2022-09-07;27982;7;327;
18020;2022-09-07;4306;1;338;
18021;2021-10-14;39595;1;248;
18022;2023-12-10;36603;5;200;310
18023;2022-03-26;4513;3;491;
18024;2022-07-02;27004;6;399;341
18025;2022-09-13;13503;7;437;493
18026;2021-12-22;44363;3;451;136
18027;2020-09-18;683;2;231;
18028;2023-04-02;1512;6;103;390
18029;2023-01-19;19457;2;44;
18030;2020-12-18;28504;3;472;509
18031;2023-07-14;24715;2;419;681
18032;2020-12-13;37671;3;475;397
18033;2021-09-30;4643;2;311;
18034;2022-11-30;6976;6;366;375
18035;2023-10-23;20364;2;309;
18036;2022-03-13;10777;2;269;143
18037;2022-04-15;3624;2;430;
18038;2020-01-03;47638;5;35;372
18039;2022-01-12;38317;7;347;
18040;2023-12-11;32507;2;218;342
18041;2023-06-14;25080;7;79;88
18042;2021-12-22;37127;5;54;853
18043;2022-05-26;18009;4;271;
18044;2020-12-13;15890;3;297;979
18045;2021-09-26;22816;3;471;64
18046;2021-05-22;13201;6;152;814
18047;2022-07-18;11251;1;219;85
18048;2022-04-22;19363;6;359;401
18049;2022-04-20;47873;6;453;
18050;2023-12-16;5434;6;257;
18051;2023-11-03;14004;6;429;312
18052;2021-10-13;29488;3;474;815
18053;2023-06-30;44558;3;412;912
18054;2021-11-03;13013;3;433;942
18055;2020-01-29;15162;6;321;
18056;2022-10-09;24692;7;469;244
18057;2021-07-20;8616;6;280;
18058;2023-12-14;16144;2;316;717
18059;2022-07-02;47734;4;244;848
18060;2022-10-14;47136;7;378;815
18061;2023-10-28;47261;3;274;
18062;2021-03-07;39003;7;357;
18063;2021-04-12;9371;5;249;460
18064;2023-07-14;32692;2;386;156
18065;2020-09-01;48187;5;334;
18066;2023-10-03;43883;5;147;935
18067;2022-11-28;28185;3;190;335
18068;2023-11-07;36421;3;140;
18069;2023-07-03;37352;3;375;399
18070;2021-04-28;43939;4;387;
18071;2023-05-01;34231;2;424;781
18072;2021-05-31;10732;5;423;297
18073;2021-06-21;1302;3;361;80
18074;2020-10-23;6775;5;350;726
18075;2020-12-03;49453;7;171;
18076;2022-06-22;34078;2;250;
18077;2021-12-22;19247;6;133;910
18078;2023-11-06;1069;4;67;29
18079;2021-12-21;5717;6;328;913
18080;2021-06-21;10846;4;316;
18081;2022-05-18;39333;6;479;
18082;2023-01-03;30322;5;410;
18083;2022-11-24;9306;7;203;599
18084;2022-12-30;45550;7;325;661
18085;2021-06-24;45158;7;12;
18086;2021-04-22;49784;1;74;21
18087;2020-11-17;5376;7;85;908
18088;2021-04-20;30042;5;492;952
18089;2022-01-27;8088;3;322;
18090;2022-10-31;19772;4;439;764
18091;2021-12-31;22069;4;398;
18092;2022-05-16;23303;1;260;
18093;2021-07-27;43729;5;245;707
18094;2022-06-28;23391;6;485;700
18095;2023-05-11;8129;5;444;790
18096;2023-11-30;2243;4;4;
18097;2021-01-23;27198;2;316;
18098;2021-09-21;3856;1;216;39
18099;2020-09-24;32241;7;274;69
18100;2020-03-22;23653;3;115;455
18101;2021-12-14;22429;2;405;106
18102;2021-09-02;42234;5;245;
18103;2023-11-25;33933;4;283;951
18104;2023-12-27;39450;1;157;394
18105;2020-03-21;17890;1;373;
18106;2022-06-12;37615;3;8;175
18107;2023-04-20;49080;2;308;
18108;2020-11-21;4408;5;54;329
18109;2022-08-09;1141;4;83;935
18110;2020-08-20;17580;4;99;220
18111;2022-06-02;30554;1;328;
18112;2022-07-31;49830;1;379;682
18113;2023-01-10;13015;1;474;178
18114;2023-10-05;40048;2;23;
18115;2023-07-22;7513;7;379;381
18116;2023-02-02;40000;5;60;23
18117;2022-06-24;43742;2;433;
18118;2020-11-16;16285;1;343;
18119;2022-04-20;6397;6;241;
18120;2023-12-05;3438;2;410;870
18121;2021-07-08;42208;7;79;199
18122;2023-06-04;8351;6;179;
18123;2023-02-14;39614;2;239;
18124;2022-03-31;6647;5;479;427
18125;2021-07-26;9215;7;2;
18126;2020-07-20;21514;7;100;
18127;2020-02-11;41302;6;133;414
18128;2022-11-03;13939;1;100;46
18129;2021-06-06;833;6;284;
18130;2022-01-01;4557;3;499;
18131;2023-02-10;27932;7;118;343
18132;2020-10-20;45664;5;5;814
18133;2023-04-03;21662;2;200;33
18134;2023-06-20;22657;4;210;396
18135;2023-08-23;45784;6;143;
18136;2022-02-13;31062;1;142;471
18137;2023-10-13;46936;7;124;111
18138;2023-08-27;516;1;281;
18139;2021-07-20;26514;6;94;611
18140;2020-06-10;8631;2;90;777
18141;2021-11-12;38805;5;221;382
18142;2020-12-02;14047;6;290;
18143;2022-08-04;33293;7;184;17
18144;2021-12-02;26872;7;121;57
18145;2022-07-31;28175;5;223;896
18146;2023-01-07;8656;6;159;474
18147;2022-02-28;35873;5;178;365
18148;2020-01-21;471;5;302;
18149;2020-01-06;46740;1;321;
18150;2021-11-03;48238;7;105;809
18151;2021-10-05;41005;6;34;
18152;2023-05-02;49794;5;206;679
18153;2023-06-28;15050;4;312;
18154;2022-06-15;23762;1;106;356
18155;2020-08-09;20973;5;234;138
18156;2021-08-07;9768;4;151;939
18157;2023-12-19;47859;7;160;942
18158;2022-09-06;30198;7;469;685
18159;2022-03-27;46219;4;172;
18160;2021-08-31;14020;2;201;673
18161;2020-03-25;10204;4;316;
18162;2021-02-05;31819;3;252;650
18163;2023-12-19;35922;7;209;
18164;2022-12-04;15085;3;188;
18165;2022-01-01;7474;7;212;191
18166;2022-04-06;6674;1;462;420
18167;2022-02-20;17500;5;403;290
18168;2021-03-04;4089;5;394;
18169;2021-05-29;26343;1;76;232
18170;2020-03-10;48537;7;155;385
18171;2020-12-04;11700;4;301;
18172;2023-01-27;28638;5;406;
18173;2020-05-13;12464;1;139;36
18174;2022-08-09;15767;7;68;
18175;2023-04-02;8483;6;170;
18176;2020-06-10;23258;2;405;943
18177;2021-09-20;2845;1;320;909
18178;2020-11-28;21907;4;387;
18179;2020-02-19;47150;3;490;631
18180;2021-03-14;27769;3;257;893
18181;2023-07-26;13203;4;270;72
18182;2023-02-03;36124;4;173;880
18183;2022-09-01;12856;7;104;952
18184;2022-07-04;16654;6;465;627
18185;2020-03-28;736;7;15;631
18186;2020-12-17;48411;4;406;175
18187;2023-08-08;27482;3;160;
18188;2020-07-19;36563;3;426;853
18189;2022-07-12;8935;4;333;586
18190;2023-02-16;4185;3;345;430
18191;2022-03-04;46178;3;230;
18192;2022-04-21;19077;6;149;447
18193;2023-06-25;30700;3;495;577
18194;2022-01-31;2117;5;34;30
18195;2022-07-25;40268;3;336;889
18196;2022-07-11;33314;5;295;684
18197;2020-05-23;47347;3;77;849
18198;2020-01-05;17246;4;294;71
18199;2020-03-20;35875;7;238;
18200;2023-05-28;27247;5;384;860
18201;2022-08-30;17418;6;262;75
18202;2021-05-29;13890;6;77;146
18203;2020-01-16;2396;5;269;
18204;2021-05-03;49375;1;127;221
18205;2023-07-27;25420;7;31;908
18206;2022-07-11;18611;1;342;
18207;2022-02-16;7924;7;36;44
18208;2022-01-04;32787;3;131;34
18209;2021-12-07;6524;7;432;253
18210;2023-02-20;2905;2;266;589
18211;2020-05-19;31699;3;306;399
18212;2022-01-23;32590;4;303;640
18213;2023-05-21;9504;1;323;
18214;2020-03-06;44628;6;32;243
18215;2022-09-18;22895;7;393;871
18216;2023-06-24;1785;4;241;379
18217;2021-09-25;24884;7;385;206
18218;2020-01-01;37409;6;452;735
18219;2020-05-04;13525;5;381;877
18220;2020-10-06;20709;7;76;662
18221;2021-05-18;7876;3;273;762
18222;2023-08-18;20880;5;456;
18223;2021-07-31;10323;3;339;307
18224;2022-06-17;16446;4;336;845
18225;2020-11-03;44271;2;372;196
18226;2022-06-10;32215;5;160;
18227;2022-05-29;28563;3;320;795
18228;2022-12-22;46661;4;334;259
18229;2021-12-17;36432;1;293;43
18230;2020-02-01;5448;7;294;82
18231;2022-05-24;28771;3;482;353
18232;2022-10-13;4078;2;49;642
18233;2020-11-01;12027;6;163;80
18234;2022-08-14;33443;2;29;165
18235;2023-06-10;19982;1;347;702
18236;2022-11-02;14116;6;437;953
18237;2020-03-30;8494;4;240;869
18238;2023-04-16;21723;7;295;34
18239;2021-03-22;16993;2;239;459
18240;2021-09-29;41285;7;474;356
18241;2020-12-10;44364;2;179;263
18242;2022-11-29;35729;6;361;617
18243;2021-10-04;48423;1;402;
18244;2020-09-21;40726;3;390;991
18245;2023-05-23;38357;6;360;10
18246;2020-09-08;37211;1;24;914
18247;2022-10-05;7144;5;460;
18248;2023-04-17;2830;5;377;
18249;2022-01-19;45854;2;325;168
18250;2021-09-19;20334;4;493;
18251;2023-12-02;6132;5;463;609
18252;2020-04-14;28690;5;95;968
18253;2020-06-25;18190;2;229;
18254;2023-10-01;30286;6;445;153
18255;2021-05-13;21759;6;341;
18256;2020-09-14;47315;6;468;156
18257;2020-04-23;48534;6;410;614
18258;2021-06-08;7752;1;109;819
18259;2023-01-28;37948;6;357;755
18260;2022-06-08;35911;3;308;
18261;2020-05-20;7443;6;216;301
18262;2022-05-25;20964;1;345;
18263;2021-05-11;39611;4;184;71
18264;2022-08-31;7157;2;156;521
18265;2021-08-06;32621;3;87;533
18266;2021-09-12;11137;3;176;
18267;2021-09-15;1518;6;260;46
18268;2021-02-17;45102;7;284;
18269;2023-10-03;41719;3;493;588
18270;2020-12-27;19192;6;237;815
18271;2021-03-24;25683;4;472;510
18272;2022-05-29;22404;1;431;985
18273;2022-03-01;11893;4;99;
18274;2023-09-15;17156;7;349;
18275;2022-01-30;11791;3;389;
18276;2023-03-14;47431;6;51;678
18277;2023-04-30;1233;7;73;903
18278;2020-03-09;4758;5;392;
18279;2020-06-23;33051;1;425;859
18280;2023-02-01;42619;1;453;501
18281;2020-12-26;41585;7;212;301
18282;2023-09-07;11046;1;111;241
18283;2023-11-05;43890;4;267;831
18284;2021-02-10;14157;4;346;115
18285;2023-09-14;30147;3;363;138
18286;2021-07-18;43321;6;35;
18287;2023-08-03;25289;4;191;527
18288;2021-08-25;6124;4;435;
18289;2022-04-21;2062;3;3;873
18290;2022-11-04;436;5;306;157
18291;2021-11-09;28175;1;343;559
18292;2022-02-27;27682;3;18;215
18293;2022-08-30;35367;4;133;305
18294;2021-01-01;11108;2;156;748
18295;2023-06-02;4604;4;472;634
18296;2022-01-14;42566;7;270;564
18297;2020-06-06;24247;2;84;
18298;2021-06-24;3144;6;18;
18299;2020-03-18;23200;2;313;512
18300;2023-06-05;16521;5;32;722
18301;2020-03-13;26681;6;273;3
18302;2022-03-27;11475;7;85;960
18303;2020-10-02;25770;3;426;31
18304;2023-10-04;18429;1;129;
18305;2023-11-08;30219;4;91;790
18306;2021-11-14;39698;4;238;
18307;2023-07-20;31032;4;237;595
18308;2020-06-07;49740;6;186;787
18309;2023-12-30;41528;1;148;198
18310;2020-11-13;40158;3;253;380
18311;2020-03-13;35101;6;169;418
18312;2021-08-30;30917;2;295;467
18313;2021-08-30;25953;2;34;962
18314;2020-08-13;6406;7;58;
18315;2021-10-27;28151;7;31;155
18316;2021-07-08;11930;4;429;103
18317;2020-02-01;34218;6;397;79
18318;2020-04-28;29110;6;59;475
18319;2021-07-07;20425;5;347;376
18320;2023-10-24;21846;2;385;806
18321;2022-06-20;6287;4;136;
18322;2021-02-08;46702;7;229;708
18323;2022-06-11;4390;3;153;620
18324;2020-04-13;13472;7;338;
18325;2021-05-15;5684;2;35;655
18326;2023-06-25;1546;3;191;619
18327;2021-04-05;29948;2;324;809
18328;2021-02-14;31446;4;375;538
18329;2022-07-26;47328;5;365;687
18330;2023-06-01;16237;6;378;
18331;2022-10-09;25908;4;190;485
18332;2022-12-29;36550;3;317;171
18333;2023-12-14;13522;3;332;295
18334;2022-01-07;14019;7;204;972
18335;2022-05-30;11228;5;150;
18336;2022-08-14;24485;5;182;703
18337;2022-10-25;48108;4;447;955
18338;2020-09-15;31934;7;245;
18339;2021-03-24;11247;5;391;26
18340;2022-06-13;33916;5;472;498
18341;2022-01-09;3678;2;451;882
18342;2020-09-27;37255;1;449;
18343;2023-09-19;25812;1;79;736
18344;2021-07-04;1685;7;321;357
18345;2021-06-21;21020;7;398;781
18346;2023-04-27;36091;2;225;275
18347;2021-10-05;31124;1;283;559
18348;2021-10-11;22876;5;86;966
18349;2023-11-11;31313;7;430;
18350;2023-07-24;43941;5;463;294
18351;2023-11-29;34932;4;492;457
18352;2022-09-02;8879;2;121;262
18353;2021-11-18;31279;2;151;
18354;2022-01-31;44790;4;77;231
18355;2021-08-30;17549;4;388;
18356;2021-08-27;15856;7;99;461
18357;2021-07-20;29818;2;200;959
18358;2022-11-09;26789;7;421;
18359;2023-10-23;36735;4;198;657
18360;2023-03-24;25097;4;83;876
18361;2020-12-04;16195;5;172;
18362;2021-12-10;15008;1;417;654
18363;2022-01-11;35773;2;342;499
18364;2022-11-13;29399;6;362;753
18365;2021-08-31;49581;6;484;707
18366;2023-02-03;34522;5;222;
18367;2021-09-25;13190;5;289;144
18368;2021-03-29;6303;6;113;995
18369;2021-06-29;27535;1;436;291
18370;2023-06-06;38950;1;409;808
18371;2021-11-14;35899;2;227;435
18372;2021-08-20;27816;4;71;
18373;2023-01-08;9838;6;106;
18374;2022-08-29;49423;2;297;936
18375;2020-05-26;21304;2;99;
18376;2020-08-13;18757;1;478;
18377;2023-06-25;46015;5;210;593
18378;2020-12-22;35982;1;156;
18379;2021-12-23;44333;3;381;994
18380;2020-10-25;32557;3;54;
18381;2020-04-28;14308;6;417;939
18382;2023-02-13;29449;7;56;738
18383;2023-04-28;41560;1;311;600
18384;2020-10-05;38122;1;184;366
18385;2022-07-23;45285;3;89;
18386;2023-06-23;36954;1;37;987
18387;2023-06-24;19079;2;316;601
18388;2020-10-03;39837;6;235;928
18389;2023-10-08;41983;3;159;936
18390;2021-12-11;1825;4;430;628
18391;2023-07-05;42573;3;440;
18392;2022-01-30;48791;6;153;165
18393;2021-12-16;4234;5;106;
18394;2021-05-13;17561;4;413;646
18395;2023-06-21;13454;5;334;355
18396;2023-08-10;35788;1;364;626
18397;2022-06-24;7981;6;326;940
18398;2023-10-25;23954;4;416;
18399;2021-08-27;5068;5;304;
18400;2023-04-25;13567;1;330;991
18401;2022-08-17;15946;6;54;612
18402;2021-04-20;986;3;126;362
18403;2020-01-21;36408;3;207;
18404;2020-06-10;11112;5;220;
18405;2021-11-27;4975;5;125;
18406;2023-08-27;45421;1;118;
18407;2022-02-26;22416;4;213;924
18408;2022-04-07;19150;2;13;846
18409;2021-06-27;32028;6;247;382
18410;2021-12-29;23108;7;495;
18411;2022-05-02;8469;4;394;150
18412;2022-11-15;28834;1;52;700
18413;2023-11-15;24853;3;368;
18414;2020-05-16;46513;4;474;
18415;2021-06-23;47805;5;431;628
18416;2020-12-18;13580;2;252;892
18417;2023-05-02;41106;5;79;994
18418;2020-08-29;29298;1;283;377
18419;2020-05-20;30307;2;205;971
18420;2020-03-22;16407;5;113;621
18421;2021-06-07;31172;1;36;563
18422;2020-06-03;19182;6;30;403
18423;2020-05-08;35965;5;148;
18424;2021-11-05;23535;7;227;456
18425;2020-12-26;12405;3;159;873
18426;2022-05-16;19882;4;356;593
18427;2021-08-04;44036;6;214;859
18428;2023-05-12;42704;1;491;258
18429;2021-11-18;9825;3;399;70
18430;2022-10-07;13892;4;74;273
18431;2020-01-19;28277;1;221;922
18432;2022-05-01;49795;2;422;296
18433;2020-08-24;39882;5;245;806
18434;2020-10-23;48113;2;396;
18435;2021-10-16;9283;3;313;44
18436;2021-12-01;44471;6;40;862
18437;2022-06-20;26619;7;64;
18438;2023-10-20;44903;3;436;296
18439;2021-08-13;48147;3;470;322
18440;2023-03-16;34046;4;167;433
18441;2020-07-16;23555;4;353;
18442;2022-09-23;2093;6;472;399
18443;2020-04-01;11165;7;481;82
18444;2021-01-19;36732;6;355;225
18445;2020-01-18;31864;3;495;356
18446;2021-12-07;4724;4;385;618
18447;2023-12-09;29755;1;142;483
18448;2023-04-11;30530;2;131;993
18449;2021-01-30;1501;6;305;300
18450;2020-05-08;49507;5;333;464
18451;2023-12-02;40768;7;434;753
18452;2020-11-11;38314;5;406;211
18453;2020-09-19;26622;5;486;749
18454;2020-08-01;2154;1;421;
18455;2023-08-19;44715;2;255;
18456;2021-10-17;35430;5;356;967
18457;2023-03-08;20878;3;420;738
18458;2021-07-31;31377;2;37;216
18459;2020-08-20;24606;7;60;622
18460;2020-11-18;26657;6;68;616
18461;2020-05-26;36994;5;346;462
18462;2022-05-04;621;3;317;
18463;2022-07-09;48239;7;53;
18464;2023-11-09;21239;1;360;916
18465;2020-05-23;35777;2;324;
18466;2022-06-21;4941;1;151;992
18467;2022-03-24;39542;3;256;795
18468;2021-12-10;11977;5;174;231
18469;2021-02-06;11192;6;201;343
18470;2023-01-19;39773;6;160;369
18471;2020-11-17;48346;4;58;479
18472;2021-01-31;41958;5;386;
18473;2020-09-02;27247;1;352;876
18474;2021-07-27;26753;4;295;
18475;2021-05-15;46393;5;122;
18476;2020-09-16;24806;3;256;551
18477;2020-06-30;18877;4;158;395
18478;2022-04-11;2408;4;453;793
18479;2022-05-20;2664;5;324;
18480;2020-05-07;106;3;362;
18481;2023-11-11;3680;6;452;649
18482;2022-06-01;31235;4;129;624
18483;2021-07-31;26896;6;138;516
18484;2023-04-29;15110;3;463;786
18485;2020-09-19;44905;7;111;
18486;2023-09-18;7612;5;49;
18487;2022-06-30;34844;4;264;547
18488;2022-06-06;37022;1;183;376
18489;2021-01-06;47338;1;5;10
18490;2022-03-17;38685;7;92;377
18491;2023-10-13;28905;4;272;
18492;2021-07-12;17647;1;350;
18493;2021-04-20;33342;1;6;64
18494;2020-10-24;18064;5;300;
18495;2022-12-27;23625;4;314;952
18496;2022-09-19;7591;2;461;746
18497;2021-01-25;32535;1;259;
18498;2022-09-05;44835;6;498;954
18499;2020-02-06;37713;6;185;
18500;2023-09-11;25840;3;22;998
18501;2020-07-26;18994;7;24;929
18502;2020-10-10;11404;2;260;573
18503;2021-03-05;35609;6;282;742
18504;2021-10-18;8897;6;98;74
18505;2020-09-24;16545;1;372;631
18506;2021-10-03;8585;5;352;476
18507;2020-04-11;19129;1;52;887
18508;2023-12-07;20411;4;480;156
18509;2020-04-16;14750;1;144;
18510;2021-06-02;20439;7;388;
18511;2021-04-28;17356;5;15;944
18512;2022-06-14;18083;7;312;553
18513;2022-11-08;42894;1;158;489
18514;2022-12-31;20168;2;214;523
18515;2021-07-03;36856;3;247;359
18516;2023-01-22;4115;6;44;
18517;2022-01-09;8278;1;202;
18518;2020-10-01;44543;5;27;421
18519;2022-08-29;13325;2;139;498
18520;2022-11-26;42395;2;499;
18521;2022-06-29;33970;2;221;530
18522;2022-07-06;19542;3;33;162
18523;2023-04-02;46405;6;87;632
18524;2022-07-24;27223;5;52;
18525;2023-05-11;41070;5;296;69
18526;2021-06-06;41777;5;11;
18527;2021-06-15;11948;3;377;762
18528;2022-11-10;8263;6;417;507
18529;2022-11-05;49225;2;321;40
18530;2023-12-09;47012;6;345;46
18531;2021-04-08;22977;1;281;126
18532;2022-09-25;44036;3;20;978
18533;2023-04-03;33416;7;107;32
18534;2022-06-28;49024;6;287;683
18535;2023-08-22;17406;6;56;
18536;2023-11-06;32933;2;293;438
18537;2022-01-25;32269;6;453;263
18538;2021-03-30;37394;6;285;512
18539;2021-09-17;45477;7;403;389
18540;2022-02-20;8581;2;157;360
18541;2020-09-07;30603;2;52;246
18542;2023-08-04;49413;1;294;175
18543;2020-10-16;41184;6;405;717
18544;2022-08-27;11917;4;206;667
18545;2020-08-03;4798;3;494;420
18546;2020-02-02;6700;6;26;
18547;2023-07-25;16143;3;299;
18548;2022-12-13;19452;3;370;891
18549;2020-10-13;30468;2;393;
18550;2023-07-31;47704;5;375;723
18551;2022-06-10;7062;7;39;319
18552;2020-03-07;9996;6;198;686
18553;2023-06-19;45629;4;339;404
18554;2022-10-12;4395;4;319;705
18555;2023-04-03;30813;5;418;
18556;2023-04-07;28292;3;203;
18557;2021-06-06;5421;6;54;717
18558;2023-05-16;10100;1;455;
18559;2022-09-22;10049;4;478;
18560;2023-08-15;49748;5;141;
18561;2021-11-30;40587;3;487;
18562;2023-01-18;1296;2;323;
18563;2022-10-10;21499;4;415;
18564;2022-11-21;2951;5;410;
18565;2023-12-30;47401;2;488;370
18566;2022-07-09;13383;5;299;
18567;2021-03-27;45697;4;70;575
18568;2020-07-23;21214;2;267;
18569;2020-04-05;30736;7;287;628
18570;2020-12-06;32387;4;119;380
18571;2021-05-17;42103;2;5;
18572;2023-03-26;40106;5;73;785
18573;2022-03-14;8698;7;334;
18574;2022-06-12;37024;2;220;592
18575;2020-03-12;27508;5;344;819
18576;2021-09-22;29215;7;375;565
18577;2022-12-24;25093;1;119;
18578;2023-06-25;35148;2;331;999
18579;2023-08-22;26217;5;92;
18580;2022-08-09;17779;3;8;786
18581;2021-11-18;16502;3;48;905
18582;2022-10-19;8610;1;209;886
18583;2020-07-27;228;7;383;794
18584;2020-08-17;14970;5;348;916
18585;2021-08-04;4927;1;331;487
18586;2021-10-22;1694;7;267;
18587;2022-05-24;8322;6;257;996
18588;2020-08-05;22939;1;333;712
18589;2020-12-08;47372;6;487;506
18590;2020-02-26;38148;2;405;621
18591;2021-12-23;34363;6;157;558
18592;2022-05-10;7444;2;140;236
18593;2021-11-27;11147;1;20;211
18594;2022-04-04;29983;6;97;274
18595;2022-03-28;6796;2;88;568
18596;2022-10-01;14170;3;457;499
18597;2020-03-19;25728;1;216;565
18598;2021-05-05;6105;4;156;
18599;2023-03-28;8172;2;220;463
18600;2022-06-06;31970;7;256;97
18601;2021-02-01;46646;6;72;
18602;2020-05-21;22575;4;163;922
18603;2023-07-09;18548;7;198;953
18604;2021-11-03;30474;4;499;
18605;2021-08-03;33968;3;90;989
18606;2020-01-29;40336;4;443;946
18607;2022-01-02;4897;6;209;812
18608;2021-11-22;42469;1;244;
18609;2021-06-18;36466;5;34;
18610;2023-06-21;15211;7;449;319
18611;2021-05-29;35404;6;273;542
18612;2020-01-11;220;1;2;589
18613;2022-06-04;9546;3;167;
18614;2023-06-11;16838;6;198;
18615;2021-09-29;23924;2;134;
18616;2020-08-15;18949;5;247;484
18617;2020-03-30;26312;4;179;683
18618;2020-12-09;35980;6;166;
18619;2020-11-28;31187;5;456;
18620;2021-11-11;30910;7;38;359
18621;2021-02-17;4958;3;3;673
